IDX,LID,CI_1,CI_2,Lon,Lat,Time,Measure,[Mobile Info] IMEI,[General] Serving Network,[General] [GPS] Latitude,[General] [GPS] Longitude,[General] Band Classification (formal),[NR5G] [System] NR-ARFCN,[NR5G] [RF] PCI,[NR5G] [RF] RSRP,[NR5G] [Power] Tx power (PUSCH Actual),[NR5G] [PCC] [PDSCH] [MIMO] Num of Layer (Mode),[NR5G] [PCC] [Quality Report] RI (Rank Index) (Mode),[NR5G] [RF] SINR,[NR5G] [PCC] [PUSCH] [TB  RB] BLER,[NR5G] [PCC] [PUSCH] [Modulation] MCS (Avg),[General] [GPS] Accumulated Distance,[NR5G] [Quality Report] [CQI] WB CQI (Avg),[Call Test] [Throughput] Application DL TP,[Call Test] [Throughput] Application UL TP,[Call Test] [Voice Quality] [Per Rx Clip] MOS Value,[Packet Data] [SIP] Request Method,[Packet Data] [SIP] Status,[Packet Data] [SIP] 200 OK - Method,[Event] Voice Call Event,[Mobile Info] [Android] Latitude,[Mobile Info] [Android] Longitude
17,1,,,-122.3569183,47.1282917,2025-09-29 20:28:48.863,_20250929_132833_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,,,,,,,,,,,,,,,,,,,,200 OK,,,,
18,1,,,-122.3569183,47.1282917,2025-09-29 20:28:49.236,_20250929_132833_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,,,,,,,,,,,,,,,,,,,,,,[UE]   Voice - Setup Success,,
19,1,,,-122.3569183,47.1282917,2025-09-29 20:28:49.000,_20250929_132833_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128292,-122.356918,n41C,520110,583,-74.800000,10.500000,2,Rank 2 (RI1),27.010000,0.039428,21.893023,0.000000,13.600000,10.485,10.485,,,,,,47.128343,-122.356993
20,1,,,-122.3569183,47.1282917,2025-09-29 20:28:50.000,_20250929_132833_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128292,-122.356918,n41A,520110,583,-73.970000,6.000000,2,Rank 2 (RI1),26.560000,2.518489,24.038251,0.000000,13.000000,10.485,10.485,,,,,,47.128343,-122.356993
21,1,,,-122.3569183,47.1282917,2025-09-29 20:28:51.000,_20250929_132833_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128292,-122.356918,n41A,520110,583,-72.630000,3.900000,2,Rank 2 (RI1),27.160000,0.136812,24.611354,0.000000,13.200000,9.437,9.437,,,,,,47.128343,-122.356993
22,1,,,-122.3569183,47.1282917,2025-09-29 20:28:52.000,_20250929_132833_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128292,-122.356918,n41A,520110,583,-72.860000,15.600000,2,Rank 2 (RI1),25.860000,4.471757,23.514706,0.000000,13.700000,10.485,10.485,,,,,,47.128343,-122.356993
23,1,,,-122.3569183,47.1282917,2025-09-29 20:28:53.000,_20250929_132833_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128292,-122.356918,n41A,520110,583,-71.900000,7.700000,2,Rank 2 (RI1),26.420000,,24.555024,0.000000,14.000000,9.437,9.437,,,,,,47.128343,-122.356993
24,1,,,-122.3569183,47.1282917,2025-09-29 20:28:54.000,_20250929_132833_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128292,-122.356918,n41A,520110,583,-69.320000,11.400000,2,Rank 2 (RI1),28.100000,0.044381,24.797170,0.000000,14.000000,10.485,10.485,,,,,,47.128343,-122.356993
25,1,,,-122.3569183,47.1282917,2025-09-29 20:28:55.000,_20250929_132833_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128292,-122.356918,n41A,520110,583,-69.080000,2.200000,2,Rank 2 (RI1),26.900000,2.447391,24.551887,0.000000,14.100000,9.437,9.437,,,,,,47.128343,-122.356993
26,1,,,-122.3569183,47.1282917,2025-09-29 20:28:56.000,_20250929_132833_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128292,-122.356918,n41A,520110,583,-68.790000,3.400000,2,Rank 2 (RI1),27.830000,0.292014,24.958525,0.000000,14.000000,10.485,10.485,,,,,,47.128343,-122.356993
27,1,,,-122.3569183,47.1282917,2025-09-29 20:28:57.000,_20250929_132833_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128292,-122.356918,n41A,520110,583,-68.870000,7.900000,2,Rank 2 (RI1),27.800000,1.248755,24.773585,0.000000,14.000000,9.437,9.437,,,,,,47.128343,-122.356993
28,1,,,-122.3569183,47.1282917,2025-09-29 20:28:58.000,_20250929_132833_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128292,-122.356918,n41A,520110,583,-69.890000,5.000000,2,Rank 2 (RI1),27.570000,,24.707317,0.000000,13.500000,10.485,10.485,,,,,,47.128343,-122.356993
29,1,,,-122.3569183,47.1282917,2025-09-29 20:28:59.000,_20250929_132833_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128292,-122.356918,n41A,520110,583,-71.470000,13.600000,4,Rank 4 (RI3),28.120000,,25.777027,0.000000,12.000000,9.437,9.437,,,,,,47.128343,-122.356993
30,1,,,-122.3569183,47.1282917,2025-09-29 20:29:00.000,_20250929_132833_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128292,-122.356918,n41A,520110,583,-72.720000,15.700000,2,Rank 2 (RI1),27.570000,,25.035088,0.000000,13.400000,10.485,10.485,,,,,,47.128343,-122.356993
31,1,,,-122.3569183,47.1282917,2025-09-29 20:29:01.000,_20250929_132833_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128292,-122.356918,n41A,520110,583,-70.860000,18.700000,2,Rank 2 (RI1),26.480000,,25.756410,0.000000,13.900000,9.437,9.437,,,,,,47.128343,-122.356993
32,1,,,-122.3569183,47.1282917,2025-09-29 20:29:02.000,_20250929_132833_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128292,-122.356918,n41A,520110,583,-71.490000,11.300000,2,Rank 2 (RI1),25.650000,0.105106,25.272727,0.000000,14.000000,10.485,10.485,,,,,,47.128343,-122.356993
33,1,,,-122.3569183,47.1282917,2025-09-29 20:29:03.000,_20250929_132833_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128292,-122.356918,n41A,520110,583,-71.390000,12.000000,2,Rank 2 (RI1),26.590000,0.759122,25.865385,0.000000,14.000000,10.485,10.485,,,,,,47.128343,-122.356993
34,1,,,-122.3569183,47.1282917,2025-09-29 20:29:04.000,_20250929_132833_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128292,-122.356918,n41A,520110,583,-71.110000,8.400000,2,Rank 2 (RI1),27.100000,,25.477876,0.000000,13.900000,9.437,9.437,,,,,,47.128343,-122.356993
35,1,,,-122.3569183,47.1282917,2025-09-29 20:29:05.000,_20250929_132833_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128292,-122.356918,n41A,520110,583,-71.470000,9.100000,2,Rank 2 (RI1),27.530000,0.147574,25.555556,0.000000,13.600000,9.437,10.485,,,,,,47.128343,-122.356993
36,1,,,-122.3569183,47.1282917,2025-09-29 20:29:06.000,_20250929_132833_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128292,-122.356918,n41A,520110,583,-71.660000,16.600000,2,Rank 2 (RI1),26.810000,,25.868421,0.000000,13.800000,10.485,9.437,,,,,,47.128343,-122.356993
37,1,,,-122.3569183,47.1282917,2025-09-29 20:29:07.000,_20250929_132833_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128292,-122.356918,n41A,520110,583,-71.510000,11.900000,2,Rank 2 (RI1),27.120000,,25.638095,0.000000,13.900000,9.437,10.485,,,,,,47.128343,-122.356993
38,1,,,-122.3569183,47.1282917,2025-09-29 20:29:08.000,_20250929_132833_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128292,-122.356918,n41A,520110,583,-71.330000,9.000000,2,Rank 2 (RI1),27.530000,0.086599,25.691824,0.000000,14.000000,10.485,9.437,,,,,,47.128343,-122.356993
39,1,,,-122.3569183,47.1282917,2025-09-29 20:29:09.000,_20250929_132833_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128292,-122.356918,n41A,520110,583,-71.580000,8.800000,2,Rank 2 (RI1),26.980000,,25.513043,0.000000,13.600000,10.485,10.485,,,,,,47.128343,-122.356993
40,1,,,-122.3569183,47.1282917,2025-09-29 20:29:10.080,_20250929_132833_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,,,,,,,,,,,,,,,,,,4.237852,,,,,,
41,1,,,-122.3569183,47.1282917,2025-09-29 20:29:10.000,_20250929_132833_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128292,-122.356918,n41A,520110,583,-72.240000,10.700000,4,Rank 4 (RI3),28.030000,0.273341,25.470000,0.000000,11.600000,9.437,9.437,,,,,,47.128343,-122.356993
42,1,,,-122.3569183,47.1282917,2025-09-29 20:29:11.000,_20250929_132833_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128292,-122.356918,n41A,520110,583,-72.790000,7.200000,4,Rank 4 (RI3),28.280000,,25.182540,0.000000,11.300000,10.485,10.485,,,,,,47.128343,-122.356993
43,1,,,-122.3569183,47.1282917,2025-09-29 20:29:12.000,_20250929_132833_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128292,-122.356918,n41A,520110,583,-72.240000,6.200000,2,Rank 2 (RI1),26.390000,,25.090909,0.000000,13.500000,9.437,9.437,,,,,,47.128343,-122.356993
44,1,,,-122.3569183,47.1282917,2025-09-29 20:29:13.000,_20250929_132833_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128292,-122.356918,n41A,520110,583,-74.090000,18.600000,2,Rank 2 (RI1),25.040000,2.465114,25.301136,0.000000,13.700000,10.485,10.485,,,,,,47.128343,-122.356993
45,1,,,-122.3569183,47.1282917,2025-09-29 20:29:14.000,_20250929_132833_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128292,-122.356918,n41A,520110,583,-74.970000,12.900000,2,Rank 2 (RI1),25.850000,4.638809,24.228070,0.000000,13.100000,9.437,9.437,,,,,,47.128339,-122.356983
46,1,,,-122.3569183,47.1282917,2025-09-29 20:29:15.000,_20250929_132833_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128292,-122.356918,n41A,520110,583,-74.110000,14.900000,2,Rank 2 (RI1),26.270000,0.022193,25.308571,0.000000,13.800000,10.485,10.485,,,,,,47.128338,-122.356969
47,1,,,-122.3569183,47.1282917,2025-09-29 20:29:16.000,_20250929_132833_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128292,-122.356918,n41A,520110,583,-70.070000,9.900000,2,Rank 2 (RI1),28.410000,,25.141791,0.000000,14.000000,9.437,10.485,,,,,,47.128338,-122.356937
48,1,,,-122.3569150,47.1282367,2025-09-29 20:29:17.000,_20250929_132833_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128237,-122.356915,n41A,520110,583,-70.890000,10.700000,2,Rank 2 (RI1),28.250000,,25.740260,0.000000,14.300000,10.485,9.437,,,,,,47.128337,-122.356890
49,1,,,-122.3568850,47.1282383,2025-09-29 20:29:18.000,_20250929_132833_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128238,-122.356885,n41A,520110,583,-71.950000,13.500000,2,Rank 2 (RI1),27.400000,,25.394495,0.000000,13.900000,9.437,10.485,,,,,,47.128331,-122.356833
50,1,,,-122.3568367,47.1282367,2025-09-29 20:29:19.000,_20250929_132833_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128237,-122.356837,n41A,520110,583,-72.440000,12.600000,2,Rank 2 (RI1),24.650000,1.414451,25.626506,0.000000,13.600000,10.485,9.437,,,,,,47.128324,-122.356783
51,1,,,-122.3567900,47.1282300,2025-09-29 20:29:20.000,_20250929_132833_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128230,-122.356790,n41A,520110,583,-73.170000,14.600000,2,Rank 2 (RI1),25.520000,,25.735537,0.000000,13.800000,10.485,10.485,,,,,,47.128313,-122.356748
52,1,,,-122.3567517,47.1282217,2025-09-29 20:29:21.000,_20250929_132833_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128222,-122.356752,n41A,520110,583,-71.300000,13.300000,2,Rank 2 (RI1),27.450000,,25.916031,0.000000,13.800000,9.437,9.437,,,,,,47.128286,-122.356722
53,1,,,-122.3567250,47.1282067,2025-09-29 20:29:22.000,_20250929_132833_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128207,-122.356725,n41A,520110,583,-72.090000,15.900000,2,Rank 2 (RI1),25.400000,4.771209,25.481203,0.000000,13.200000,10.485,10.485,,,,,,47.128257,-122.356700
54,1,,,-122.3567050,47.1281883,2025-09-29 20:29:23.000,_20250929_132833_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128188,-122.356705,n41A,520110,583,-73.230000,9.300000,4,Rank 4 (RI3),25.620000,1.968586,25.980769,0.000000,11.500000,9.437,9.437,,,,,,47.128230,-122.356690
55,1,,,-122.3566950,47.1281700,2025-09-29 20:29:24.000,_20250929_132833_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128170,-122.356695,n41A,520110,583,-72.930000,9.000000,2,Rank 2 (RI1),27.220000,6.704357,25.646018,0.000000,12.900000,10.485,10.485,,,,,,47.128200,-122.356681
56,1,,,-122.3566950,47.1281500,2025-09-29 20:29:25.000,_20250929_132833_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128150,-122.356695,n41A,520110,583,-70.340000,16.900000,2,Rank 2 (RI1),26.560000,7.728905,24.895062,0.000000,12.600000,9.437,9.437,,,,,,47.128171,-122.356695
57,1,,,-122.3567050,47.1281300,2025-09-29 20:29:26.000,_20250929_132833_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128130,-122.356705,n41A,520110,583,-69.110000,5.700000,2,Rank 2 (RI1),27.610000,,24.225225,0.000000,12.800000,10.485,10.485,,,,,,47.128147,-122.356719
58,1,,,-122.3567317,47.1281133,2025-09-29 20:29:27.000,_20250929_132833_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128113,-122.356732,n41A,520110,583,-71.010000,14.100000,2,Rank 2 (RI1),26.310000,4.424890,24.669118,0.000000,12.600000,9.437,9.437,,,,,,47.128128,-122.356751
59,1,,,-122.3567750,47.1281017,2025-09-29 20:29:28.000,_20250929_132833_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128102,-122.356775,n41A,520110,583,-73.780000,12.500000,2,Rank 2 (RI1),26.020000,,25.008130,0.000000,11.800000,10.485,10.485,,,,,,47.128123,-122.356808
60,1,,,-122.3568367,47.1280983,2025-09-29 20:29:29.000,_20250929_132833_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128098,-122.356837,n41A,520110,583,-75.280000,3.300000,4,Rank 4 (RI3),25.140000,,25.158879,0.000000,10.600000,9.437,10.485,,,,,,47.128122,-122.356890
61,1,,,-122.3569033,47.1280983,2025-09-29 20:29:30.065,_20250929_132833_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,,,,,,,,,,,,,,,,,,4.317629,,,,,,
62,1,,,-122.3569033,47.1280983,2025-09-29 20:29:30.000,_20250929_132833_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128098,-122.356903,n41A,520110,583,-74.730000,14.900000,4,Rank 4 (RI3),25.220000,0.916737,25.902098,0.000000,9.200000,10.485,9.437,,,,,,47.128126,-122.356958
63,1,,,-122.3569633,47.1281000,2025-09-29 20:29:31.000,_20250929_132833_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128100,-122.356963,n41A,520110,583,-72.920000,13.100000,4,Rank 4 (RI3),24.060000,2.873107,25.127820,0.100000,9.100000,9.437,10.485,,,,,,47.128132,-122.357012
64,1,,,-122.3570133,47.1281033,2025-09-29 20:29:32.000,_20250929_132833_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128103,-122.357013,n41A,520110,583,-73.920000,8.800000,2,Rank 2 (RI1),22.050000,0.011668,24.509804,0.100000,10.400000,10.485,9.437,,,,,,47.128133,-122.357056
65,1,,,-122.3570567,47.1281050,2025-09-29 20:29:33.000,_20250929_132833_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128105,-122.357057,n41A,520110,583,-75.000000,7.100000,4,Rank 4 (RI3),22.610000,0.013509,24.925373,0.100000,9.300000,10.485,10.485,,,,,,47.128137,-122.357093
66,1,,,-122.3570950,47.1281100,2025-09-29 20:29:34.000,_20250929_132833_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128110,-122.357095,n41A,520110,583,-75.670000,12.700000,2,Rank 2 (RI1),22.540000,0.023483,24.867925,0.100000,11.000000,9.437,9.437,,,,,,47.128135,-122.357127
67,1,,,-122.3571250,47.1281117,2025-09-29 20:29:35.000,_20250929_132833_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128112,-122.357125,n41A,520110,583,-77.750000,6.900000,4,Rank 4 (RI3),20.840000,0.023623,24.698718,0.100000,10.000000,10.485,10.485,,,,,,47.128136,-122.357155
68,1,,,-122.3571467,47.1281150,2025-09-29 20:29:36.000,_20250929_132833_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128115,-122.357147,n41A,520110,583,-77.870000,16.600000,2,Rank 2 (RI1),21.870000,7.260004,25.525000,0.100000,10.400000,9.437,9.437,,,,,,47.128142,-122.357157
69,1,,,-122.3571617,47.1281183,2025-09-29 20:29:37.000,_20250929_132833_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128118,-122.357162,n41A,520110,583,-74.630000,7.300000,2,Rank 2 (RI1),22.960000,,24.666667,0.100000,10.700000,10.485,10.485,,,,,,47.128142,-122.357160
70,1,,,-122.3571667,47.1281183,2025-09-29 20:29:38.000,_20250929_132833_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128118,-122.357167,n41A,520110,583,-75.720000,13.000000,4,Rank 4 (RI3),23.330000,0.906187,25.526316,0.100000,9.100000,9.437,9.437,,,,,,47.128142,-122.357160
71,1,,,-122.3571683,47.1281183,2025-09-29 20:29:39.000,_20250929_132833_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128118,-122.357168,n41A,520110,583,-76.410000,10.200000,2,Rank 2 (RI1),21.810000,,25.292453,0.100000,10.400000,10.485,10.485,,,,,,47.128142,-122.357162
