[Mobile Info] IMEI,[General] Serving Network,[General] [GPS] Longitude,[General] [GPS] Latitude,[NR5G] [RF] PCI,[NR5G] [RF] RSRP,[NR5G] [RF] SINR,[Call Test] [Throughput] Application UL TP,[General] [GPS] Accumulated Distance,[NR5G] [Power] Tx power (Total Actual)
,NR SA,-122.357337,47.129965,583,-79.000000,26.060000,,0.300000,7.600000
,NR SA,-122.357335,47.130147,583,-76.610000,25.520000,,0.400000,10.800000
,NR SA,-122.357335,47.130147,583,-78.730000,25.110000,10.485,0.400000,15.300000
,NR SA,-122.357322,47.130502,583,-76.120000,25.440000,10.485,0.400000,14.600000
,NR SA,-122.357315,47.130677,583,-75.910000,24.120000,9.437,0.400000,13.200000
,NR SA,-122.357313,47.130847,583,-77.710000,23.180000,10.485,0.400000,13.100000
,NR SA,-122.357312,47.131008,583,-78.690000,21.550000,9.437,0.500000,12.700000
,NR SA,-122.357312,47.131162,583,-80.080000,23.080000,10.485,0.500000,15.900000
,NR SA,-122.357313,47.131305,583,-81.760000,22.070000,9.437,0.500000,17.000000
,NR SA,-122.357312,47.131437,583,-83.280000,22.100000,10.485,0.500000,17.700000
,NR SA,-122.357307,47.131553,583,-80.120000,20.880000,9.437,0.500000,17.300000
,NR SA,-122.357302,47.131660,583,-78.710000,24.780000,10.485,0.500000,17.200000
,NR SA,-122.357298,47.131758,583,-77.760000,27.280000,9.437,0.500000,16.900000
,NR SA,-122.357295,47.131852,583,-76.920000,28.160000,10.485,0.500000,17.100000
,NR SA,-122.357293,47.131938,583,-76.520000,26.800000,9.437,0.600000,14.700000
,NR SA,-122.357293,47.132015,583,-75.320000,28.100000,,0.600000,9.500000
,NR SA,-122.357292,47.132082,583,-77.870000,27.470000,,0.600000,9.900000
,NR SA,-122.357290,47.132135,583,-78.630000,27.460000,,0.600000,11.700000
,NR SA,-122.357290,47.132173,583,-77.550000,27.680000,,0.600000,10.500000
,NR SA,-122.357290,47.132192,583,-77.690000,28.250000,,0.600000,9.800000
,NR SA,-122.357288,47.132193,583,-75.600000,28.970000,,0.600000,9.700000
,NR SA,-122.357285,47.132185,583,-76.860000,26.290000,,0.600000,11.300000
,NR SA,-122.357285,47.132178,583,-77.500000,26.100000,,0.600000,3.100000
,NR SA,-122.357283,47.132173,583,-78.260000,27.330000,,0.600000,3.700000
,NR SA,-122.357283,47.132173,583,-78.390000,26.880000,,0.600000,13.000000
,NR SA,-122.357283,47.132173,583,-77.140000,26.240000,,0.600000,13.900000
,NR SA,-122.357283,47.132173,583,-76.190000,29.200000,10.485,0.600000,16.000000
,NR SA,-122.357283,47.132173,583,-78.590000,28.310000,10.485,0.600000,16.900000
,NR SA,-122.357277,47.132180,583,-77.430000,30.450000,9.437,0.600000,16.500000
,NR SA,-122.357275,47.132205,583,-77.180000,29.390000,10.485,0.600000,16.200000
,NR SA,-122.357273,47.132232,583,-78.710000,28.310000,9.437,0.600000,16.900000
,NR SA,-122.357273,47.132272,583,-77.420000,28.790000,10.485,0.600000,16.700000
,NR SA,-122.357273,47.132325,583,-77.110000,30.530000,9.437,0.600000,17.100000
,NR SA,-122.357273,47.132392,583,-77.330000,29.110000,10.485,0.600000,16.400000
,NR SA,-122.357273,47.132392,583,-79.210000,29.160000,9.437,0.600000,17.400000
,NR SA,-122.357275,47.132470,583,-79.790000,28.400000,10.485,0.600000,17.200000
,NR SA,-122.357275,47.132557,583,-76.650000,28.600000,9.437,0.600000,15.500000
,NR SA,-122.357273,47.132765,583,-78.200000,27.470000,10.485,0.700000,16.700000
,NR SA,-122.357275,47.132888,583,-78.080000,27.380000,9.437,0.700000,14.800000
,NR SA,-122.357277,47.133018,583,-78.400000,27.800000,,0.700000,12.700000
,NR SA,-122.357275,47.133162,583,-81.840000,25.840000,,0.700000,13.800000
,NR SA,-122.357268,47.133310,583,-77.770000,27.700000,,0.700000,13.500000
,NR SA,-122.357265,47.133462,583,-76.030000,30.950000,,0.700000,12.900000
,NR SA,-122.357265,47.133620,583,-76.600000,29.930000,,0.700000,14.800000
,NR SA,-122.357265,47.133780,583,-77.780000,28.730000,,0.800000,17.700000
,NR SA,-122.357270,47.133943,583,-82.770000,26.380000,,0.800000,17.200000
,NR SA,-122.357275,47.134110,583,-84.720000,25.600000,,0.800000,18.900000
,NR SA,-122.357272,47.134280,583,-84.670000,24.180000,,0.800000,18.600000
,NR SA,-122.357275,47.134458,583,-86.050000,22.630000,,0.800000,19.900000
,NR SA,-122.357278,47.134637,583,-86.000000,22.320000,10.485,0.900000,21.500000
,NR SA,-122.357283,47.134820,583,-84.580000,22.670000,10.485,0.900000,21.000000
,NR SA,-122.357282,47.135007,583,-88.120000,21.110000,9.437,0.900000,21.700000
,NR SA,-122.357280,47.135192,583,-88.910000,21.640000,10.485,0.900000,21.600000
,NR SA,-122.357275,47.135377,583,-87.260000,22.800000,9.437,0.900000,21.400000
,NR SA,-122.357272,47.135565,583,-87.100000,22.260000,10.485,1.000000,21.400000
,NR SA,-122.357272,47.135565,583,-86.700000,21.830000,9.437,1.000000,21.100000
,NR SA,-122.357267,47.135952,583,-85.480000,25.160000,10.485,1.000000,21.300000
,NR SA,-122.357267,47.135952,583,-85.210000,24.490000,9.437,1.000000,21.000000
,NR SA,-122.357265,47.136342,583,-83.830000,24.550000,10.485,1.000000,20.700000
,NR SA,-122.357260,47.136537,583,-80.820000,25.320000,9.437,1.100000,19.400000
,NR SA,-122.357260,47.136728,583,-84.660000,24.210000,10.485,1.100000,19.600000
,NR SA,-122.357258,47.136918,583,-84.180000,24.270000,9.437,1.100000,19.100000
,NR SA,-122.357260,47.137107,583,-84.540000,25.880000,,1.100000,19.900000
,NR SA,-122.357260,47.137297,583,-85.270000,24.820000,,1.200000,20.100000
,NR SA,-122.357257,47.137485,583,-84.130000,24.640000,,1.200000,19.900000
,NR SA,-122.357255,47.137673,583,-85.080000,24.530000,,1.200000,19.300000
,NR SA,-122.357252,47.137868,583,-82.220000,25.960000,,1.200000,19.700000
,NR SA,-122.357248,47.138065,583,-82.320000,26.810000,,1.200000,18.400000
,NR SA,-122.357243,47.138258,583,-83.990000,27.210000,,1.300000,18.300000
,NR SA,-122.357240,47.138450,583,-86.630000,26.540000,,1.300000,19.900000
,NR SA,-122.357237,47.138632,583,-84.440000,25.410000,,1.300000,19.700000
,NR SA,-122.357237,47.138632,583,-84.260000,24.910000,,1.300000,18.800000
,NR SA,-122.357237,47.138965,583,-86.520000,25.230000,,1.300000,21.500000
,NR SA,-122.357235,47.139118,583,-87.920000,23.870000,10.485,1.400000,21.000000
,NR SA,-122.357235,47.139118,583,-88.290000,23.090000,10.485,1.400000,20.600000
,NR SA,-122.357233,47.139403,583,-85.560000,25.340000,9.437,1.400000,20.300000
,NR SA,-122.357233,47.139545,583,-87.030000,24.590000,10.485,1.400000,20.800000
,NR SA,-122.357235,47.139688,583,-88.860000,24.380000,9.437,1.400000,20.900000
,NR SA,-122.357238,47.139832,583,-87.460000,23.380000,10.485,1.400000,21.200000
,NR SA,-122.357242,47.139973,583,-87.860000,25.330000,9.437,1.500000,20.400000
,NR SA,-122.357245,47.140122,583,-86.540000,27.090000,10.485,1.500000,21.000000
,NR SA,-122.357247,47.140272,583,-88.320000,23.280000,9.437,1.500000,20.900000
,NR SA,-122.357247,47.140427,583,-86.870000,24.450000,10.485,1.500000,19.900000
,NR SA,-122.357252,47.140585,583,-88.530000,25.140000,9.437,1.500000,19.500000
,NR SA,-122.357255,47.140747,583,-86.480000,29.090000,10.485,1.500000,19.400000
,NR SA,-122.357258,47.140910,583,-87.410000,27.510000,9.437,1.600000,19.000000
,NR SA,-122.357262,47.141072,583,-86.880000,26.500000,,1.600000,19.700000
,NR SA,-122.357262,47.141235,583,-89.160000,24.760000,,1.600000,19.700000
,NR SA,-122.357260,47.141400,583,-86.820000,27.150000,,1.600000,18.200000
,NR SA,-122.357255,47.141565,583,-85.770000,24.680000,,1.600000,18.300000
,NR SA,-122.357253,47.141732,583,-87.840000,25.280000,,1.600000,20.200000
,NR SA,-122.357252,47.141900,583,-92.740000,21.880000,,1.700000,21.700000
,NR SA,-122.357253,47.142073,583,-95.030000,20.560000,,1.700000,22.200000
,NR SA,-122.357255,47.142248,583,-94.940000,16.810000,,1.700000,21.600000
,NR SA,-122.357258,47.142423,583,-93.950000,16.620000,,1.700000,22.000000
,NR SA,-122.357262,47.142600,583,-93.940000,14.260000,,1.700000,21.000000
,NR SA,-122.357262,47.142782,583,-91.870000,15.640000,,1.800000,21.800000
,NR SA,-122.357262,47.142965,583,-92.390000,12.730000,10.485,1.800000,23.700000
,NR SA,-122.357262,47.143152,583,-94.230000,13.150000,10.485,1.800000,23.800000
,NR SA,-122.357258,47.143342,583,-94.910000,12.280000,9.437,1.800000,23.900000
,NR SA,-122.357255,47.143533,583,-95.250000,11.720000,10.485,1.800000,23.700000
,NR SA,-122.357250,47.143727,583,-96.630000,10.290000,9.437,1.900000,23.800000
,NR SA,-122.357252,47.143918,583,-97.650000,13.520000,10.485,1.900000,23.700000
,NR SA,-122.357253,47.144110,583,-98.070000,11.690000,9.437,1.900000,23.700000
,NR SA,-122.357255,47.144302,583,-94.370000,9.150000,10.485,1.900000,23.700000
,NR SA,-122.357257,47.144493,583,-96.540000,9.520000,9.437,2.000000,23.800000
,NR SA,-122.357257,47.144685,583,-98.800000,9.060000,10.485,2.000000,23.800000
,NR SA,-122.357255,47.144870,583,-101.040000,8.780000,9.437,2.000000,23.700000
,NR SA,-122.357253,47.145052,583,-101.940000,11.740000,10.485,2.000000,23.700000
,NR SA,-122.357252,47.145230,583,-102.710000,7.960000,9.437,2.000000,23.700000
,NR SA,-122.357253,47.145405,583,-99.650000,9.870000,,2.100000,23.700000
,NR SA,-122.357252,47.145585,583,-97.140000,11.300000,,2.100000,23.100000
,NR SA,-122.357248,47.145768,583,-97.300000,9.550000,,2.100000,23.100000
,NR SA,-122.357248,47.145768,583,-98.990000,8.220000,,2.100000,23.600000
,NR SA,-122.357245,47.146150,583,-102.800000,5.150000,,2.100000,24.500000
,NR SA,-122.357245,47.146150,583,-101.870000,4.860000,,2.100000,24.800000
,NR SA,-122.357233,47.146535,583,-99.540000,4.110000,,2.200000,24.100000
,NR SA,-122.357227,47.146718,583,-96.830000,8.150000,,2.200000,23.300000
,NR SA,-122.357218,47.146898,583,-97.390000,7.900000,,2.200000,23.400000
,NR SA,-122.357207,47.147073,583,-94.010000,11.090000,,2.200000,22.200000
,NR SA,-122.357198,47.147250,583,-95.420000,7.990000,,2.300000,23.900000
,NR SA,-122.357190,47.147435,583,-98.090000,5.190000,10.485,2.300000,23.700000
,NR SA,-122.357185,47.147628,583,-100.340000,3.650000,10.485,2.300000,24.400000
,NR SA,-122.357180,47.147820,583,-99.650000,3.500000,0.000,2.300000,24.000000
,NR SA,-122.357172,47.148005,583,-100.730000,2.770000,12.582,2.300000,23.800000
,NR SA,-122.357163,47.148185,583,-102.080000,2.470000,0.000,2.400000,24.000000
,NR SA,-122.357157,47.148358,583,-102.160000,2.030000,0.000,2.400000,23.900000
,NR SA,-122.357147,47.148532,583,-101.670000,0.090000,8.388,2.400000,23.900000
,NR SA,-122.357137,47.148705,583,-100.940000,-0.160000,9.437,2.400000,23.700000
,NR SA,-122.357128,47.148877,583,-99.770000,-0.160000,0.000,2.400000,23.800000
,NR SA,-122.357127,47.149050,583,-101.370000,-2.250000,0.000,2.500000,23.800000
,NR SA,-122.357125,47.149223,583,-102.920000,-4.470000,9.437,2.500000,24.200000
,NR SA,-122.357123,47.149395,583,-107.100000,-6.300000,0.000,2.500000,23.900000
,NR SA,-122.357127,47.149565,583,-108.200000,-7.260000,,2.500000,24.300000
,NR SA,-122.357125,47.149738,583,-103.360000,-3.430000,,2.500000,24.100000
,NR SA,-122.357125,47.149738,583,-98.260000,1.230000,0.308,2.500000,23.700000
,NR SA,-122.357118,47.150075,583,-98.210000,-3.330000,,2.600000,23.100000
,NR SA,-122.357117,47.150242,583,-95.820000,-1.000000,,2.600000,21.500000
,NR SA,-122.357115,47.150405,583,-96.310000,-1.660000,,2.600000,22.800000
,NR SA,-122.357115,47.150405,583,-101.200000,-7.460000,,2.600000,22.900000
,NR SA,-122.357110,47.150715,583,-102.640000,-4.550000,,2.600000,23.500000
,NR SA,-122.357107,47.150867,583,-101.470000,-4.020000,,2.700000,23.900000
,NR SA,-122.357105,47.151018,583,-102.800000,-9.240000,,2.700000,24.000000
,NR SA,-122.357105,47.151167,583,-116.080000,-11.780000,,2.700000,24.400000
,NR SA,-122.357102,47.151312,583,-107.300000,-10.980000,,2.700000,24.900000
,NR SA,-122.357102,47.151458,583,-106.310000,-12.400000,,2.700000,
,NR SA,-122.357100,47.151607,583,-114.020000,-18.000000,,2.700000,
,NR SA,-122.357097,47.151755,583,-120.770000,-16.550000,,2.800000,
,No Service,-122.357093,47.151902,,,,,2.800000,
,No Service,-122.357092,47.152043,,,,,2.800000,
,No Service,-122.357093,47.152180,,,,,2.800000,
,No Service,-122.357092,47.152308,,,,,2.800000,
,No Service,-122.357090,47.152425,,,,,2.800000,
,No Service,-122.357092,47.152532,,,,,2.800000,
,No Service,-122.357087,47.152640,,,,,2.900000,
,No Service,-122.357083,47.152758,,,,,2.900000,
,No Service,-122.357077,47.152892,,,,,2.900000,
,No Service,-122.357072,47.153032,,,,,2.900000,
,No Service,-122.357063,47.153172,,,,,2.900000,
,No Service,-122.357057,47.153303,,,,,2.900000,
,No Service,-122.357050,47.153432,,,,,3.000000,
,No Service,-122.357043,47.153562,,,,,3.000000,
,No Service,-122.357042,47.153687,,,,,3.000000,
,No Service,-122.357037,47.153810,,,,,3.000000,
,No Service,-122.357033,47.153928,,,,,3.000000,
,No Service,-122.357032,47.154042,,,,,3.000000,
,No Service,-122.357028,47.154143,,,,,3.000000,
,No Service,-122.357022,47.154230,,,,,3.000000,
,No Service,-122.357007,47.154295,,,,,3.000000,
,No Service,-122.356983,47.154345,,,,,3.100000,
,No Service,-122.356953,47.154385,,,,,3.100000,
,No Service,-122.356877,47.154388,,,,,3.100000,
,No Service,-122.356795,47.154385,,,,,3.100000,
,No Service,-122.356705,47.154377,,,,,3.100000,
,No Service,-122.356705,47.154377,,,,,3.100000,
,No Service,-122.356705,47.154377,,,,,3.100000,
,No Service,-122.356705,47.154377,,,,,3.100000,
,No Service,-122.356705,47.154377,,,,,3.100000,
,No Service,-122.356705,47.154377,,,,,3.100000,
,No Service,-122.356705,47.154377,,,,,3.100000,
,No Service,-122.356705,47.154377,,,,,3.100000,
,No Service,-122.356705,47.154377,,,,,3.100000,
,No Service,-122.356705,47.154377,,,,,3.100000,
,No Service,-122.356705,47.154377,,,,,3.100000,
,No Service,-122.356705,47.154377,,,,,3.100000,
,No Service,-122.356705,47.154377,,,,,3.100000,
,No Service,-122.356705,47.154377,,,,,3.100000,
