IMEI : 
IMSI : 
Phone Number : 14254691042
Start Time : 2026-01-27 02:41:46
End Time : 2026-01-27 02:45:49
IDX,LID,CI_1,CI_2,Lon,Lat,Time,Measure,[General] Band Classification,[General] Band Classification (formal),[General] Serving Network (In Traffic),[NR5G] [RF] PCI,[NR5G] [RF] RSRP,[NR5G] [RF] SINR,[Call Test] [HTTP Transfer] HTTP Transfer Call Event,[Call Test] [Throughput] Application DL TP,[Call Test] [Throughput] Application UL TP,[NR5G] [Throughput] PUSCH TP,[NR5G] [(NR + LTE)] [Throughput] PDSCH TP,[NR5G] [(NR + LTE)] [Throughput] PUSCH TP,[Call Test] [Common] [Call average] [NR 5G] [BLER] PUSCH BLER
46,1,,,-122.1755133,47.5705350,2026-01-27 02:42:31.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
47,1,,,-122.1755133,47.5705350,2026-01-27 02:42:32.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
48,1,,,-122.1755133,47.5705350,2026-01-27 02:42:33.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
49,1,,,-122.1755133,47.5705350,2026-01-27 02:42:34.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
50,1,,,-122.1755133,47.5705350,2026-01-27 02:42:35.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
51,1,,,-122.1755133,47.5705350,2026-01-27 02:42:36.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
52,1,,,-122.1755133,47.5705350,2026-01-27 02:42:37.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
53,1,,,-122.1755133,47.5705350,2026-01-27 02:42:38.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
54,1,,,-122.1755133,47.5705350,2026-01-27 02:42:39.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
55,1,,,-122.1755133,47.5705350,2026-01-27 02:42:40.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
56,1,,,-122.1755133,47.5705350,2026-01-27 02:42:41.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
57,1,,,-122.1755133,47.5705350,2026-01-27 02:42:42.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
58,1,,,-122.1755133,47.5705350,2026-01-27 02:42:43.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
59,1,,,-122.1755133,47.5705350,2026-01-27 02:42:44.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
60,1,,,-122.1755133,47.5705350,2026-01-27 02:42:45.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
61,1,,,-122.1755133,47.5705350,2026-01-27 02:42:46.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
62,1,,,-122.1755133,47.5705350,2026-01-27 02:42:47.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
63,1,,,-122.1755133,47.5705350,2026-01-27 02:42:48.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
64,1,,,-122.1755133,47.5705350,2026-01-27 02:42:49.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
65,1,,,-122.1755133,47.5705350,2026-01-27 02:42:50.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
66,1,,,-122.1755133,47.5705350,2026-01-27 02:42:51.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
67,1,,,-122.1755133,47.5705350,2026-01-27 02:42:52.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
68,1,,,-122.1755133,47.5705350,2026-01-27 02:42:53.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
69,1,,,-122.1755133,47.5705350,2026-01-27 02:42:54.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
70,1,,,-122.1755133,47.5705350,2026-01-27 02:42:55.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
71,1,,,-122.1755133,47.5705350,2026-01-27 02:42:56.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
72,1,,,-122.1755133,47.5705350,2026-01-27 02:42:57.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
73,1,,,-122.1755133,47.5705350,2026-01-27 02:42:58.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
74,1,,,-122.1755133,47.5705350,2026-01-27 02:42:59.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
75,1,,,-122.1755133,47.5705350,2026-01-27 02:43:00.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
76,1,,,-122.1755133,47.5705350,2026-01-27 02:43:01.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
77,1,,,-122.1755133,47.5705350,2026-01-27 02:43:02.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
78,1,,,-122.1755133,47.5705350,2026-01-27 02:43:03.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
79,1,,,-122.1755133,47.5705350,2026-01-27 02:43:04.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
80,1,,,-122.1755133,47.5705350,2026-01-27 02:43:05.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
81,1,,,-122.1755133,47.5705350,2026-01-27 02:43:06.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
82,1,,,-122.1755133,47.5705350,2026-01-27 02:43:07.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
83,1,,,-122.1755133,47.5705350,2026-01-27 02:43:08.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
84,1,,,-122.1755133,47.5705350,2026-01-27 02:43:09.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
85,1,,,-122.1755133,47.5705350,2026-01-27 02:43:10.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
86,1,,,-122.1755133,47.5705350,2026-01-27 02:43:11.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
87,1,,,-122.1755133,47.5705350,2026-01-27 02:43:12.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
88,1,,,-122.1755133,47.5705350,2026-01-27 02:43:13.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
89,1,,,-122.1755133,47.5705350,2026-01-27 02:43:14.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
90,1,,,-122.1755133,47.5705350,2026-01-27 02:43:15.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
91,1,,,-122.1755133,47.5705350,2026-01-27 02:43:16.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
92,1,,,-122.1755133,47.5705350,2026-01-27 02:43:17.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
93,1,,,-122.1755133,47.5705350,2026-01-27 02:43:18.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
94,1,,,-122.1755133,47.5705350,2026-01-27 02:43:19.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
95,1,,,-122.1755133,47.5705350,2026-01-27 02:43:20.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
96,1,,,-122.1755133,47.5705350,2026-01-27 02:43:21.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
97,1,,,-122.1755133,47.5705350,2026-01-27 02:43:22.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
98,1,,,-122.1755133,47.5705350,2026-01-27 02:43:23.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
99,1,,,-122.1755133,47.5705350,2026-01-27 02:43:24.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
100,1,,,-122.1755133,47.5705350,2026-01-27 02:43:25.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
101,1,,,-122.1755133,47.5705350,2026-01-27 02:43:26.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
102,1,,,-122.1755133,47.5705350,2026-01-27 02:43:27.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
103,1,,,-122.1755133,47.5705350,2026-01-27 02:43:28.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
104,1,,,-122.1755133,47.5705350,2026-01-27 02:43:29.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
105,1,,,-122.1755133,47.5705350,2026-01-27 02:43:30.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
106,1,,,-122.1755133,47.5705350,2026-01-27 02:43:31.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
107,1,,,-122.1755133,47.5705350,2026-01-27 02:43:32.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
108,1,,,-122.1755133,47.5705350,2026-01-27 02:43:33.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
109,1,,,-122.1755133,47.5705350,2026-01-27 02:43:34.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
110,1,,,-122.1755133,47.5705350,2026-01-27 02:43:35.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
111,1,,,-122.1755133,47.5705350,2026-01-27 02:43:36.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
112,1,,,-122.1755133,47.5705350,2026-01-27 02:43:37.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
113,1,,,-122.1755133,47.5705350,2026-01-27 02:43:38.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
114,1,,,-122.1755133,47.5705350,2026-01-27 02:43:39.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
115,1,,,-122.1755133,47.5705350,2026-01-27 02:43:40.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
116,1,,,-122.1755133,47.5705350,2026-01-27 02:43:41.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
117,1,,,-122.1755133,47.5705350,2026-01-27 02:43:42.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
118,1,,,-122.1755133,47.5705350,2026-01-27 02:43:43.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
119,1,,,-122.1755133,47.5705350,2026-01-27 02:43:44.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
120,1,,,-122.1755133,47.5705350,2026-01-27 02:43:45.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
121,1,,,-122.1755133,47.5705350,2026-01-27 02:43:46.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
122,1,,,-122.1755133,47.5705350,2026-01-27 02:43:47.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
123,1,,,-122.1755133,47.5705350,2026-01-27 02:43:48.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
124,1,,,-122.1755133,47.5705350,2026-01-27 02:43:49.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
125,1,,,-122.1755133,47.5705350,2026-01-27 02:43:50.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
126,1,,,-122.1755133,47.5705350,2026-01-27 02:43:51.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
127,1,,,-122.1755133,47.5705350,2026-01-27 02:43:52.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
128,1,,,-122.1755133,47.5705350,2026-01-27 02:43:53.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
129,1,,,-122.1755133,47.5705350,2026-01-27 02:43:54.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
130,1,,,-122.1755133,47.5705350,2026-01-27 02:43:55.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
131,1,,,-122.1755133,47.5705350,2026-01-27 02:43:56.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
132,1,,,-122.1755133,47.5705350,2026-01-27 02:43:57.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
133,1,,,-122.1755133,47.5705350,2026-01-27 02:43:58.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
134,1,,,-122.1755133,47.5705350,2026-01-27 02:43:59.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
135,1,,,-122.1755133,47.5705350,2026-01-27 02:44:00.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
136,1,,,-122.1755133,47.5705350,2026-01-27 02:44:01.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
137,1,,,-122.1755133,47.5705350,2026-01-27 02:44:02.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
138,1,,,-122.1755133,47.5705350,2026-01-27 02:44:03.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
139,1,,,-122.1755133,47.5705350,2026-01-27 02:44:04.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
140,1,,,-122.1755133,47.5705350,2026-01-27 02:44:05.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
141,1,,,-122.1755133,47.5705350,2026-01-27 02:44:06.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
142,1,,,-122.1755133,47.5705350,2026-01-27 02:44:07.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
143,1,,,-122.1755133,47.5705350,2026-01-27 02:44:08.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
144,1,,,-122.1755133,47.5705350,2026-01-27 02:44:09.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
145,1,,,-122.1755133,47.5705350,2026-01-27 02:44:10.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
146,1,,,-122.1755133,47.5705350,2026-01-27 02:44:11.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
147,1,,,-122.1755133,47.5705350,2026-01-27 02:44:12.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
148,1,,,-122.1755133,47.5705350,2026-01-27 02:44:13.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
149,1,,,-122.1755133,47.5705350,2026-01-27 02:44:14.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
150,1,,,-122.1755133,47.5705350,2026-01-27 02:44:15.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
151,1,,,-122.1755133,47.5705350,2026-01-27 02:44:16.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
152,1,,,-122.1755133,47.5705350,2026-01-27 02:44:17.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
153,1,,,-122.1755133,47.5705350,2026-01-27 02:44:18.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
154,1,,,-122.1755133,47.5705350,2026-01-27 02:44:19.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
155,1,,,-122.1755133,47.5705350,2026-01-27 02:44:20.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
156,1,,,-122.1755133,47.5705350,2026-01-27 02:44:21.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
157,1,,,-122.1755133,47.5705350,2026-01-27 02:44:22.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
158,1,,,-122.1755133,47.5705350,2026-01-27 02:44:23.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
