IDX,LID,CI_1,CI_2,Lon,Lat,Time,Measure,[Mobile Info] IMEI,[General] Serving Network,[General] [GPS] Latitude,[General] [GPS] Longitude,[General] Band Classification (formal),[NR5G] [System] NR-ARFCN,[NR5G] [RF] PCI,[NR5G] [RF] RSRP,[NR5G] [Power] Tx power (PUSCH Actual),[NR5G] [PCC] [PDSCH] [MIMO] Num of Layer (Mode),[NR5G] [PCC] [Quality Report] RI (Rank Index) (Mode),[NR5G] [RF] SINR,[NR5G] [PCC] [PUSCH] [TB  RB] BLER,[NR5G] [PCC] [PUSCH] [Modulation] MCS (Avg),[General] [GPS] Accumulated Distance,[NR5G] [Quality Report] [CQI] WB CQI (Avg),[Call Test] [Throughput] Application DL TP,[Call Test] [Throughput] Application UL TP,[Call Test] [Voice Quality] [Per Rx Clip] MOS Value,[Packet Data] [SIP] Request Method,[Packet Data] [SIP] Status,[Packet Data] [SIP] 200 OK - Method,[Event] Voice Call Event,[Mobile Info] [Android] Latitude,[Mobile Info] [Android] Longitude
11,1,,,-122.3566850,47.1283233,2025-09-29 21:34:22.523,_20250929_143409_CH08_TMO_5G Auto_VoNR Coverage Test_REF4 Mobile_5G Auto VoNR Coverage Test.dml,,,,,,,,,,,,,,,,,,,,,,,[Tool] Voice - Call Scheduling Start(Orig),,
12,1,,,-122.3566850,47.1283233,2025-09-29 21:34:22.523,_20250929_143409_CH08_TMO_5G Auto_VoNR Coverage Test_REF4 Mobile_5G Auto VoNR Coverage Test.dml,,,,,,,,,,,,,,,,,,,,,,,[UE]   Voice - Orig Success,,
13,1,,,-122.3566850,47.1283233,2025-09-29 21:34:22.539,_20250929_143409_CH08_TMO_5G Auto_VoNR Coverage Test_REF4 Mobile_5G Auto VoNR Coverage Test.dml,,,,,,,,,,,,,,,,,,,,,,,[Tool] Voice - Orig Request,,
14,1,,,-122.3566850,47.1283233,2025-09-29 21:34:22.000,_20250929_143409_CH08_TMO_5G Auto_VoNR Coverage Test_REF4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128323,-122.356685,,,,,,,Rank 1 (RI0),,,,0.000000,,,,,,,,,47.128323,-122.356660
15,1,,,-122.3566850,47.1283233,2025-09-29 21:34:22.351,_20250929_143409_CH08_TMO_5G Auto_VoNR Coverage Test_REF4 Mobile_5G Auto VoNR Coverage Test.dml,,,,,,,,,,,,,,,,,,,,INVITE,,,,,
16,1,,,-122.3566850,47.1283233,2025-09-29 21:34:23.000,_20250929_143409_CH08_TMO_5G Auto_VoNR Coverage Test_REF4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128323,-122.356685,n71A,125290,587,-63.480000,-1.200000,1,Rank 1 (RI0),21.550000,2.230621,12.659574,0.000000,10.500000,,,,,,,,47.128323,-122.356660
17,1,,,-122.3566850,47.1283233,2025-09-29 21:34:23.454,_20250929_143409_CH08_TMO_5G Auto_VoNR Coverage Test_REF4 Mobile_5G Auto VoNR Coverage Test.dml,,,,,,,,,,,,,,,,,,,,,200 OK,,,,
18,1,,,-122.3566850,47.1283233,2025-09-29 21:34:24.225,_20250929_143409_CH08_TMO_5G Auto_VoNR Coverage Test_REF4 Mobile_5G Auto VoNR Coverage Test.dml,,,,,,,,,,,,,,,,,,,,,,,[UE]   Voice - Setup Success,,
19,1,,,-122.3566850,47.1283233,2025-09-29 21:34:24.000,_20250929_143409_CH08_TMO_5G Auto_VoNR Coverage Test_REF4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128323,-122.356685,n71A,125290,587,-63.820000,10.500000,2,Rank 2 (RI1),22.450000,0.636031,17.398907,0.000000,12.100000,,,,,,,,47.128323,-122.356660
20,1,,,-122.3566850,47.1283233,2025-09-29 21:34:25.000,_20250929_143409_CH08_TMO_5G Auto_VoNR Coverage Test_REF4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128323,-122.356685,n71A,125290,587,-63.860000,7.600000,2,Rank 2 (RI1),22.730000,0.369929,16.987842,0.000000,10.800000,10.485,10.485,,,,,,47.128323,-122.356660
21,1,,,-122.3566850,47.1283233,2025-09-29 21:34:26.000,_20250929_143409_CH08_TMO_5G Auto_VoNR Coverage Test_REF4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128323,-122.356685,n71A,125290,587,-63.850000,13.900000,2,Rank 2 (RI1),22.810000,0.301974,16.398281,0.000000,10.200000,9.437,10.485,,,,,,47.128323,-122.356660
22,1,,,-122.3566850,47.1283233,2025-09-29 21:34:27.000,_20250929_143409_CH08_TMO_5G Auto_VoNR Coverage Test_REF4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128323,-122.356685,n71A,125290,587,-63.680000,13.100000,2,Rank 2 (RI1),22.770000,0.154809,15.930693,0.000000,9.100000,10.485,9.437,,,,,,47.128323,-122.356660
23,1,,,-122.3566850,47.1283233,2025-09-29 21:34:28.000,_20250929_143409_CH08_TMO_5G Auto_VoNR Coverage Test_REF4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128323,-122.356685,n71A,125290,587,-63.180000,7.100000,2,Rank 2 (RI1),22.980000,0.137331,17.491477,0.000000,9.500000,10.485,10.485,,,,,,47.128323,-122.356660
24,1,,,-122.3566850,47.1283233,2025-09-29 21:34:29.000,_20250929_143409_CH08_TMO_5G Auto_VoNR Coverage Test_REF4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128323,-122.356685,n71A,125290,587,-62.890000,17.400000,2,Rank 2 (RI1),22.780000,0.148939,17.091691,0.000000,11.700000,9.437,9.437,,,,,,47.128323,-122.356660
25,1,,,-122.3566850,47.1283233,2025-09-29 21:34:30.000,_20250929_143409_CH08_TMO_5G Auto_VoNR Coverage Test_REF4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128323,-122.356685,n71A,125290,587,-62.660000,6.100000,2,Rank 2 (RI1),23.580000,1.278679,15.838196,0.000000,11.900000,10.485,10.485,,,,,,47.128323,-122.356660
26,1,,,-122.3566850,47.1283233,2025-09-29 21:34:31.000,_20250929_143409_CH08_TMO_5G Auto_VoNR Coverage Test_REF4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128323,-122.356685,n71A,125290,587,-61.940000,6.600000,2,Rank 2 (RI1),23.980000,0.903670,15.239482,0.000000,10.800000,9.437,9.437,,,,,,47.128323,-122.356660
27,1,,,-122.3566850,47.1283233,2025-09-29 21:34:32.000,_20250929_143409_CH08_TMO_5G Auto_VoNR Coverage Test_REF4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128323,-122.356685,n71A,125290,587,-61.620000,14.700000,2,Rank 2 (RI1),23.840000,0.073885,17.368580,0.000000,10.500000,10.485,10.485,,,,,,47.128323,-122.356660
28,1,,,-122.3566850,47.1283233,2025-09-29 21:34:33.000,_20250929_143409_CH08_TMO_5G Auto_VoNR Coverage Test_REF4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128323,-122.356685,n71A,125290,587,-62.500000,9.600000,2,Rank 2 (RI1),22.740000,0.311005,15.972222,0.000000,10.800000,9.437,9.437,,,,,,47.128323,-122.356660
29,1,,,-122.3566850,47.1283233,2025-09-29 21:34:34.000,_20250929_143409_CH08_TMO_5G Auto_VoNR Coverage Test_REF4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128323,-122.356685,n71A,125290,587,-62.280000,16.800000,2,Rank 2 (RI1),23.700000,1.496069,17.702797,0.000000,9.300000,10.485,10.485,,,,,,47.128323,-122.356660
30,1,,,-122.3566850,47.1283233,2025-09-29 21:34:35.000,_20250929_143409_CH08_TMO_5G Auto_VoNR Coverage Test_REF4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128323,-122.356685,n71A,125290,587,-61.880000,12.000000,2,Rank 2 (RI1),24.700000,7.148525,16.204225,0.000000,11.300000,9.437,9.437,,,,,,47.128323,-122.356660
31,1,,,-122.3566850,47.1283233,2025-09-29 21:34:36.000,_20250929_143409_CH08_TMO_5G Auto_VoNR Coverage Test_REF4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128323,-122.356685,n71A,125290,587,-61.960000,14.300000,2,Rank 2 (RI1),24.680000,2.821859,14.247024,0.000000,11.300000,10.485,10.485,,,,,,47.128323,-122.356660
32,1,,,-122.3566850,47.1283233,2025-09-29 21:34:37.000,_20250929_143409_CH08_TMO_5G Auto_VoNR Coverage Test_REF4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128323,-122.356685,n71A,125290,587,-62.090000,14.800000,2,Rank 2 (RI1),23.680000,0.048863,17.827004,0.000000,9.900000,9.437,9.437,,,,,,47.128323,-122.356660
33,1,,,-122.3566850,47.1283233,2025-09-29 21:34:38.000,_20250929_143409_CH08_TMO_5G Auto_VoNR Coverage Test_REF4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128323,-122.356685,n71A,125290,587,-62.210000,13.900000,2,Rank 2 (RI1),23.430000,2.806723,15.923875,0.000000,10.700000,10.485,10.485,,,,,,47.128323,-122.356660
34,1,,,-122.3566850,47.1283233,2025-09-29 21:34:39.000,_20250929_143409_CH08_TMO_5G Auto_VoNR Coverage Test_REF4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128323,-122.356685,n71A,125290,587,-62.290000,15.700000,2,Rank 2 (RI1),24.450000,1.742087,14.915541,0.000000,10.400000,9.437,10.485,,,,,,47.128323,-122.356660
35,1,,,-122.3566850,47.1283233,2025-09-29 21:34:39.898,_20250929_143409_CH08_TMO_5G Auto_VoNR Coverage Test_REF4 Mobile_5G Auto VoNR Coverage Test.dml,,,,,,,,,,,,,,,,,,,4.278566,,,,,,
36,1,,,-122.3566850,47.1283233,2025-09-29 21:34:40.000,_20250929_143409_CH08_TMO_5G Auto_VoNR Coverage Test_REF4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128323,-122.356685,n71A,125290,587,-62.490000,15.700000,2,Rank 2 (RI1),24.800000,2.821512,17.554487,0.000000,11.800000,10.485,9.437,,,,,,47.128323,-122.356660
37,1,,,-122.3566850,47.1283233,2025-09-29 21:34:41.000,_20250929_143409_CH08_TMO_5G Auto_VoNR Coverage Test_REF4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128323,-122.356685,n71A,125290,587,-62.440000,4.700000,2,Rank 2 (RI1),24.170000,0.668319,16.339695,0.000000,11.900000,9.437,10.485,,,,,,47.128323,-122.356660
38,1,,,-122.3566850,47.1283233,2025-09-29 21:34:42.000,_20250929_143409_CH08_TMO_5G Auto_VoNR Coverage Test_REF4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128323,-122.356685,n71A,125290,587,-62.190000,9.800000,2,Rank 2 (RI1),25.180000,0.337773,17.372951,0.000000,11.200000,10.485,9.437,,,,,,47.128323,-122.356660
39,1,,,-122.3566850,47.1283233,2025-09-29 21:34:43.000,_20250929_143409_CH08_TMO_5G Auto_VoNR Coverage Test_REF4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128323,-122.356685,n71A,125290,587,-61.950000,12.700000,2,Rank 2 (RI1),25.840000,0.502115,17.000000,0.000000,11.900000,10.485,10.485,,,,,,47.128323,-122.356660
40,1,,,-122.3566850,47.1283233,2025-09-29 21:34:44.000,_20250929_143409_CH08_TMO_5G Auto_VoNR Coverage Test_REF4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128323,-122.356685,n71A,125290,587,-61.440000,4.500000,2,Rank 2 (RI1),26.130000,1.664405,16.652921,0.000000,11.300000,9.437,9.437,,,,,,47.128323,-122.356660
41,1,,,-122.3566850,47.1283233,2025-09-29 21:34:45.000,_20250929_143409_CH08_TMO_5G Auto_VoNR Coverage Test_REF4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128323,-122.356685,n71A,125290,587,-61.730000,16.600000,2,Rank 2 (RI1),25.700000,1.345833,17.541935,0.000000,11.700000,10.485,10.485,,,,,,47.128323,-122.356660
42,1,,,-122.3566850,47.1283233,2025-09-29 21:34:46.000,_20250929_143409_CH08_TMO_5G Auto_VoNR Coverage Test_REF4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128323,-122.356685,n71A,125290,587,-61.880000,12.200000,2,Rank 2 (RI1),25.560000,0.042396,16.341176,0.000000,11.700000,9.437,9.437,,,,,,47.128323,-122.356660
43,1,,,-122.3566850,47.1283233,2025-09-29 21:34:47.000,_20250929_143409_CH08_TMO_5G Auto_VoNR Coverage Test_REF4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128323,-122.356685,n71A,125290,587,-62.080000,8.000000,2,Rank 2 (RI1),25.530000,0.993841,17.876761,0.000000,9.900000,10.485,10.485,,,,,,47.128323,-122.356660
44,1,,,-122.3566850,47.1283233,2025-09-29 21:34:48.000,_20250929_143409_CH08_TMO_5G Auto_VoNR Coverage Test_REF4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128323,-122.356685,n71A,125290,587,-62.240000,11.300000,2,Rank 2 (RI1),25.960000,1.783547,18.390152,0.000000,11.100000,9.437,9.437,,,,,,47.128323,-122.356660
45,1,,,-122.3566850,47.1283233,2025-09-29 21:34:49.000,_20250929_143409_CH08_TMO_5G Auto_VoNR Coverage Test_REF4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128323,-122.356685,n71A,125290,587,-62.380000,11.000000,2,Rank 2 (RI1),26.220000,0.322971,17.489865,0.000000,11.700000,10.485,10.485,,,,,,47.128323,-122.356660
46,1,,,-122.3566850,47.1283233,2025-09-29 21:34:50.000,_20250929_143409_CH08_TMO_5G Auto_VoNR Coverage Test_REF4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128323,-122.356685,n71A,125290,587,-62.830000,14.200000,2,Rank 2 (RI1),25.150000,1.121207,17.554113,0.000000,10.700000,9.437,9.437,,,,,,47.128323,-122.356660
47,1,,,-122.3566850,47.1283233,2025-09-29 21:34:51.000,_20250929_143409_CH08_TMO_5G Auto_VoNR Coverage Test_REF4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128323,-122.356685,n71A,125290,587,-62.870000,15.700000,2,Rank 2 (RI1),25.250000,2.766935,18.085409,0.000000,11.000000,9.437,10.485,,,,,,47.128323,-122.356660
48,1,,,-122.3566850,47.1283233,2025-09-29 21:34:52.000,_20250929_143409_CH08_TMO_5G Auto_VoNR Coverage Test_REF4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128323,-122.356685,n71A,125290,587,-62.790000,12.800000,2,Rank 2 (RI1),25.810000,3.946883,17.609375,0.000000,11.800000,10.485,10.485,,,,,,47.128323,-122.356660
49,1,,,-122.3566850,47.1283233,2025-09-29 21:34:53.000,_20250929_143409_CH08_TMO_5G Auto_VoNR Coverage Test_REF4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128323,-122.356685,n71A,125290,587,-62.630000,10.000000,2,Rank 2 (RI1),25.650000,1.877519,16.393750,0.000000,11.800000,10.485,9.437,,,,,,47.128323,-122.356660
50,1,,,-122.3566850,47.1283233,2025-09-29 21:34:54.000,_20250929_143409_CH08_TMO_5G Auto_VoNR Coverage Test_REF4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128323,-122.356685,n71A,125290,587,-62.450000,15.900000,2,Rank 2 (RI1),25.800000,1.640470,17.225806,0.000000,10.700000,9.437,10.485,,,,,,47.128323,-122.356660
51,1,,,-122.3566850,47.1283233,2025-09-29 21:34:55.000,_20250929_143409_CH08_TMO_5G Auto_VoNR Coverage Test_REF4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128323,-122.356685,n71A,125290,587,-62.340000,12.100000,2,Rank 2 (RI1),26.030000,6.058221,17.566434,0.000000,10.800000,10.485,9.437,,,,,,47.128323,-122.356660
52,1,,,-122.3566850,47.1283233,2025-09-29 21:34:56.000,_20250929_143409_CH08_TMO_5G Auto_VoNR Coverage Test_REF4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128323,-122.356685,n71A,125290,587,-62.280000,15.300000,2,Rank 2 (RI1),25.700000,2.130222,17.849593,0.000000,11.500000,9.437,10.485,,,,,,47.128323,-122.356660
53,1,,,-122.3566850,47.1283233,2025-09-29 21:34:57.000,_20250929_143409_CH08_TMO_5G Auto_VoNR Coverage Test_REF4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128323,-122.356685,n71A,125290,587,-62.470000,10.600000,2,Rank 2 (RI1),25.540000,3.427679,15.409496,0.000000,11.800000,10.485,9.437,,,,,,47.128323,-122.356660
54,1,,,-122.3566850,47.1283233,2025-09-29 21:34:58.000,_20250929_143409_CH08_TMO_5G Auto_VoNR Coverage Test_REF4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128323,-122.356685,n71A,125290,587,-62.710000,12.600000,2,Rank 2 (RI1),24.830000,1.889236,16.003333,0.000000,11.100000,9.437,10.485,,,,,,47.128323,-122.356660
55,1,,,-122.3566850,47.1283233,2025-09-29 21:34:59.000,_20250929_143409_CH08_TMO_5G Auto_VoNR Coverage Test_REF4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128323,-122.356685,n71A,125290,587,-62.710000,14.000000,2,Rank 2 (RI1),25.250000,3.625226,18.639485,0.000000,11.400000,10.485,9.437,,,,,,47.128323,-122.356660
56,1,,,-122.3566850,47.1283233,2025-09-29 21:34:59.975,_20250929_143409_CH08_TMO_5G Auto_VoNR Coverage Test_REF4 Mobile_5G Auto VoNR Coverage Test.dml,,,,,,,,,,,,,,,,,,,4.327622,,,,,,
57,1,,,-122.3566850,47.1283233,2025-09-29 21:35:00.000,_20250929_143409_CH08_TMO_5G Auto_VoNR Coverage Test_REF4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128323,-122.356685,n71A,125290,587,-62.720000,16.900000,2,Rank 2 (RI1),24.950000,1.840178,16.511254,0.000000,12.000000,10.485,10.485,,,,,,47.128323,-122.356660
58,1,,,-122.3566850,47.1283233,2025-09-29 21:35:01.000,_20250929_143409_CH08_TMO_5G Auto_VoNR Coverage Test_REF4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128323,-122.356685,n71A,125290,587,-62.900000,9.800000,2,Rank 2 (RI1),25.000000,0.078262,16.915058,0.000000,12.000000,9.437,9.437,,,,,,47.128323,-122.356660
59,1,,,-122.3566850,47.1283233,2025-09-29 21:35:02.000,_20250929_143409_CH08_TMO_5G Auto_VoNR Coverage Test_REF4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128323,-122.356685,n71A,125290,587,-62.470000,7.300000,2,Rank 2 (RI1),25.490000,0.721269,17.770968,0.000000,11.900000,10.485,10.485,,,,,,47.128323,-122.356660
60,1,,,-122.3566850,47.1283233,2025-09-29 21:35:03.000,_20250929_143409_CH08_TMO_5G Auto_VoNR Coverage Test_REF4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128323,-122.356685,n71A,125290,587,-62.370000,7.700000,2,Rank 2 (RI1),25.120000,2.530028,16.169231,0.000000,12.000000,9.437,9.437,,,,,,47.128323,-122.356660
61,1,,,-122.3566850,47.1283233,2025-09-29 21:35:04.000,_20250929_143409_CH08_TMO_5G Auto_VoNR Coverage Test_REF4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128323,-122.356685,n71A,125290,587,-62.470000,15.600000,2,Rank 2 (RI1),25.310000,0.232009,16.845395,0.000000,12.000000,10.485,10.485,,,,,,47.128323,-122.356660
62,1,,,-122.3566850,47.1283233,2025-09-29 21:35:05.000,_20250929_143409_CH08_TMO_5G Auto_VoNR Coverage Test_REF4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128323,-122.356685,n71A,125290,587,-62.700000,5.900000,2,Rank 2 (RI1),24.960000,1.998538,16.225191,0.000000,11.800000,9.437,10.485,,,,,,47.128323,-122.356660
63,1,,,-122.3566850,47.1283233,2025-09-29 21:35:06.000,_20250929_143409_CH08_TMO_5G Auto_VoNR Coverage Test_REF4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128323,-122.356685,n71A,125290,587,-62.720000,10.100000,2,Rank 2 (RI1),25.060000,0.384276,16.326007,0.000000,11.000000,10.485,9.437,,,,,,47.128323,-122.356660
64,1,,,-122.3566850,47.1283233,2025-09-29 21:35:07.000,_20250929_143409_CH08_TMO_5G Auto_VoNR Coverage Test_REF4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128323,-122.356685,n71A,125290,587,-63.000000,13.500000,2,Rank 2 (RI1),24.880000,1.453934,17.274074,0.000000,10.400000,9.437,10.485,,,,,,47.128323,-122.356660
65,1,,,-122.3566850,47.1283233,2025-09-29 21:35:08.000,_20250929_143409_CH08_TMO_5G Auto_VoNR Coverage Test_REF4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128323,-122.356685,n71A,125290,587,-63.100000,14.100000,2,Rank 2 (RI1),24.150000,1.780013,16.131579,0.000000,10.900000,10.485,9.437,,,,,,47.128323,-122.356660
66,1,,,-122.3566850,47.1283233,2025-09-29 21:35:09.000,_20250929_143409_CH08_TMO_5G Auto_VoNR Coverage Test_REF4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128323,-122.356685,n71A,125290,587,-62.910000,16.200000,2,Rank 2 (RI1),24.220000,2.756965,17.806950,0.000000,11.700000,9.437,10.485,,,,,,47.128323,-122.356660
67,1,,,-122.3566850,47.1283233,2025-09-29 21:35:10.000,_20250929_143409_CH08_TMO_5G Auto_VoNR Coverage Test_REF4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128323,-122.356685,n71A,125290,587,-62.870000,11.400000,2,Rank 2 (RI1),24.170000,0.672123,16.977199,0.000000,10.400000,10.485,9.437,,,,,,47.128323,-122.356660
68,1,,,-122.3566850,47.1283233,2025-09-29 21:35:11.000,_20250929_143409_CH08_TMO_5G Auto_VoNR Coverage Test_REF4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128323,-122.356685,n71A,125290,587,-63.140000,16.300000,2,Rank 2 (RI1),24.470000,2.461955,18.175373,0.000000,9.800000,9.437,10.485,,,,,,47.128323,-122.356660
69,1,,,-122.3566850,47.1283233,2025-09-29 21:35:12.000,_20250929_143409_CH08_TMO_5G Auto_VoNR Coverage Test_REF4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128323,-122.356685,n71A,125290,587,-62.750000,12.300000,2,Rank 2 (RI1),24.980000,4.261776,16.895973,0.000000,11.400000,10.485,9.437,,,,,,47.128323,-122.356660
70,1,,,-122.3566850,47.1283233,2025-09-29 21:35:13.000,_20250929_143409_CH08_TMO_5G Auto_VoNR Coverage Test_REF4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128323,-122.356685,n71A,125290,587,-63.020000,13.900000,2,Rank 2 (RI1),24.190000,2.492682,16.921429,0.000000,11.400000,10.485,10.485,,,,,,47.128323,-122.356660
