IDX,LID,CI_1,CI_2,Lon,Lat,Time,Measure,[Mobile Info] IMEI,[General] Serving Network,[General] [GPS] Latitude,[General] [GPS] Longitude,[General] Band Classification (formal),[NR5G] [System] NR-ARFCN,[NR5G] [RF] PCI,[NR5G] [RF] RSRP,[NR5G] [Power] Tx power (PUSCH Actual),[NR5G] [PCC] [PDSCH] [MIMO] Num of Layer (Mode),[NR5G] [PCC] [Quality Report] RI (Rank Index) (Mode),[NR5G] [RF] SINR,[NR5G] [PCC] [PUSCH] [TB  RB] BLER,[NR5G] [PCC] [PUSCH] [Modulation] MCS (Avg),[General] [GPS] Accumulated Distance,[NR5G] [Quality Report] [CQI] WB CQI (Avg),[Call Test] [Throughput] Application DL TP,[Call Test] [Throughput] Application UL TP,[Call Test] [Voice Quality] [Per Rx Clip] MOS Value,[Packet Data] [SIP] Request Method,[Packet Data] [SIP] Status,[Packet Data] [SIP] 200 OK - Method,[Event] Voice Call Event,[Mobile Info] [Android] Latitude,[Mobile Info] [Android] Longitude
22,1,,,-122.3569183,47.1282917,2025-09-29 20:28:49.775,_20250929_132833_CH07_TMO_5G Auto_VoNR Coverage Test_DUT4 Mobile_5G Auto VoNR Coverage Test.dml,,,,,,,,,,,,,,,,,,,,,,,[UE] 1st Rx RTP,,
23,1,,,-122.3569183,47.1282917,2025-09-29 20:28:49.813,_20250929_132833_CH07_TMO_5G Auto_VoNR Coverage Test_DUT4 Mobile_5G Auto VoNR Coverage Test.dml,,,,,,,,,,,,,,,,,,,,,200 OK,INVITE,,,
24,1,,,-122.3569183,47.1282917,2025-09-29 20:28:49.819,_20250929_132833_CH07_TMO_5G Auto_VoNR Coverage Test_DUT4 Mobile_5G Auto VoNR Coverage Test.dml,,,,,,,,,,,,,,,,,,,,,,,[UE] 1st Rx RTP after SIP 200Ok,,
25,1,,,-122.3569183,47.1282917,2025-09-29 20:28:49.822,_20250929_132833_CH07_TMO_5G Auto_VoNR Coverage Test_DUT4 Mobile_5G Auto VoNR Coverage Test.dml,,,,,,,,,,,,,,,,,,,,ACK,,,,,
26,1,,,-122.3569183,47.1282917,2025-09-29 20:28:49.843,_20250929_132833_CH07_TMO_5G Auto_VoNR Coverage Test_DUT4 Mobile_5G Auto VoNR Coverage Test.dml,,,,,,,,,,,,,,,,,,,,,,,[UE] 1st Rx RTP after SIP ACK,,
27,1,,,-122.3569183,47.1282917,2025-09-29 20:28:49.906,_20250929_132833_CH07_TMO_5G Auto_VoNR Coverage Test_DUT4 Mobile_5G Auto VoNR Coverage Test.dml,,,,,,,,,,,,,,,,,,,,,,,[UE] 1st Tx RTP,,
28,1,,,-122.3569183,47.1282917,2025-09-29 20:28:49.906,_20250929_132833_CH07_TMO_5G Auto_VoNR Coverage Test_DUT4 Mobile_5G Auto VoNR Coverage Test.dml,,,,,,,,,,,,,,,,,,,,,,,[UE] 1st Tx RTP after SIP 200Ok,,
29,1,,,-122.3569183,47.1282917,2025-09-29 20:28:49.906,_20250929_132833_CH07_TMO_5G Auto_VoNR Coverage Test_DUT4 Mobile_5G Auto VoNR Coverage Test.dml,,,,,,,,,,,,,,,,,,,,,,,[UE] 1st Tx RTP after SIP ACK,,
30,1,,,-122.3569183,47.1282917,2025-09-29 20:28:49.906,_20250929_132833_CH07_TMO_5G Auto_VoNR Coverage Test_DUT4 Mobile_5G Auto VoNR Coverage Test.dml,,,,,,,,,,,,,,,,,,,,,,,[UE] 1st Tx RTP after First Rx RTP,,
31,1,,,-122.3569183,47.1282917,2025-09-29 20:28:49.961,_20250929_132833_CH07_TMO_5G Auto_VoNR Coverage Test_DUT4 Mobile_5G Auto VoNR Coverage Test.dml,,,,,,,,,,,,,,,,,,,,,,,[UE]   Voice - Setup Success,,
32,1,,,-122.3569183,47.1282917,2025-09-29 20:28:49.996,_20250929_132833_CH07_TMO_5G Auto_VoNR Coverage Test_DUT4 Mobile_5G Auto VoNR Coverage Test.dml,,,,,,,,,,,,,,,,,,,,,,,[UE] 1st Rx RTP after First Tx RTP,,
33,1,,,-122.3569183,47.1282917,2025-09-29 20:28:50.000,_20250929_132833_CH07_TMO_5G Auto_VoNR Coverage Test_DUT4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128292,-122.356918,n71A,125290,587,-53.400000,0.800000,2,Rank 2 (RI1),21.360000,7.824954,22.914498,0.000000,10.900000,10.485,10.485,,,,,,47.128292,-122.356899
34,1,,,-122.3569183,47.1282917,2025-09-29 20:28:51.000,_20250929_132833_CH07_TMO_5G Auto_VoNR Coverage Test_DUT4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128292,-122.356918,n71A,125290,587,-53.340000,0.400000,2,Rank 2 (RI1),21.610000,3.513985,20.604743,0.000000,12.000000,9.437,10.485,,,,,,47.128292,-122.356899
35,1,,,-122.3569183,47.1282917,2025-09-29 20:28:52.000,_20250929_132833_CH07_TMO_5G Auto_VoNR Coverage Test_DUT4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128292,-122.356918,n71A,125290,587,-53.680000,1.500000,2,Rank 2 (RI1),21.720000,0.943583,21.084942,0.000000,13.300000,10.485,9.437,,,,,,47.128292,-122.356899
36,1,,,-122.3569183,47.1282917,2025-09-29 20:28:53.000,_20250929_132833_CH07_TMO_5G Auto_VoNR Coverage Test_DUT4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128292,-122.356918,n71A,125290,587,-57.910000,1.100000,2,Rank 2 (RI1),19.390000,0.928077,21.594828,0.000000,13.300000,10.485,10.485,,,,,,47.128292,-122.356899
37,1,,,-122.3569183,47.1282917,2025-09-29 20:28:54.000,_20250929_132833_CH07_TMO_5G Auto_VoNR Coverage Test_DUT4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128292,-122.356918,n71A,125290,587,-58.760000,1.200000,2,Rank 2 (RI1),20.410000,0.853145,22.096234,0.000000,14.400000,9.437,9.437,,,,,,47.128292,-122.356899
38,1,,,-122.3569183,47.1282917,2025-09-29 20:28:55.000,_20250929_132833_CH07_TMO_5G Auto_VoNR Coverage Test_DUT4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128292,-122.356918,n71A,125290,587,-57.900000,0.400000,2,Rank 2 (RI1),20.210000,0.090465,21.235537,0.000000,14.500000,10.485,10.485,,,,,,47.128292,-122.356899
39,1,,,-122.3569183,47.1282917,2025-09-29 20:28:56.000,_20250929_132833_CH07_TMO_5G Auto_VoNR Coverage Test_DUT4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128292,-122.356918,n71A,125290,587,-58.130000,0.500000,2,Rank 2 (RI1),20.710000,3.149972,21.921811,0.000000,14.000000,9.437,9.437,,,,,,47.128292,-122.356899
40,1,,,-122.3569183,47.1282917,2025-09-29 20:28:57.000,_20250929_132833_CH07_TMO_5G Auto_VoNR Coverage Test_DUT4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128292,-122.356918,n71A,125290,587,-58.570000,1.800000,2,Rank 2 (RI1),20.620000,0.122490,21.569106,0.000000,15.000000,10.485,10.485,,,,,,47.128292,-122.356899
41,1,,,-122.3569183,47.1282917,2025-09-29 20:28:58.000,_20250929_132833_CH07_TMO_5G Auto_VoNR Coverage Test_DUT4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128292,-122.356918,n71A,125290,587,-58.660000,-0.500000,2,Rank 2 (RI1),21.260000,1.699057,21.625532,0.000000,14.100000,9.437,9.437,,,,,,47.128292,-122.356899
42,1,,,-122.3569183,47.1282917,2025-09-29 20:28:59.000,_20250929_132833_CH07_TMO_5G Auto_VoNR Coverage Test_DUT4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128292,-122.356918,n71A,125290,587,-57.680000,4.200000,2,Rank 2 (RI1),21.470000,2.793625,22.958333,0.000000,14.000000,10.485,10.485,,,,,,47.128292,-122.356899
43,1,,,-122.3569183,47.1282917,2025-09-29 20:29:00.000,_20250929_132833_CH07_TMO_5G Auto_VoNR Coverage Test_DUT4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128292,-122.356918,n71A,125290,587,-57.510000,9.000000,2,Rank 2 (RI1),19.890000,1.002592,22.375000,0.000000,12.000000,9.437,9.437,,,,,,47.128292,-122.356899
44,1,,,-122.3569183,47.1282917,2025-09-29 20:29:01.000,_20250929_132833_CH07_TMO_5G Auto_VoNR Coverage Test_DUT4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128292,-122.356918,n71A,125290,587,-55.850000,7.000000,2,Rank 2 (RI1),22.640000,0.821911,21.444444,0.000000,12.200000,10.485,10.485,,,,,,47.128292,-122.356899
45,1,,,-122.3569183,47.1282917,2025-09-29 20:29:02.000,_20250929_132833_CH07_TMO_5G Auto_VoNR Coverage Test_DUT4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128292,-122.356918,n71A,125290,587,-56.010000,7.300000,2,Rank 2 (RI1),23.190000,0.022852,20.759494,0.000000,12.300000,9.437,9.437,,,,,,47.128292,-122.356899
46,1,,,-122.3569183,47.1282917,2025-09-29 20:29:03.000,_20250929_132833_CH07_TMO_5G Auto_VoNR Coverage Test_DUT4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128292,-122.356918,n71A,125290,587,-57.140000,7.100000,2,Rank 2 (RI1),22.370000,2.435257,21.938202,0.000000,12.500000,10.485,10.485,,,,,,47.128292,-122.356899
47,1,,,-122.3569183,47.1282917,2025-09-29 20:29:04.000,_20250929_132833_CH07_TMO_5G Auto_VoNR Coverage Test_DUT4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128292,-122.356918,n71A,125290,587,-56.670000,8.700000,2,Rank 2 (RI1),22.800000,3.515433,22.331210,0.000000,12.300000,9.437,10.485,,,,,,47.128292,-122.356899
48,1,,,-122.3569183,47.1282917,2025-09-29 20:29:05.000,_20250929_132833_CH07_TMO_5G Auto_VoNR Coverage Test_DUT4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128292,-122.356918,n71A,125290,587,-55.850000,9.000000,2,Rank 2 (RI1),23.830000,1.753467,21.646707,0.000000,14.500000,10.485,9.437,,,,,,47.128292,-122.356899
49,1,,,-122.3569183,47.1282917,2025-09-29 20:29:06.000,_20250929_132833_CH07_TMO_5G Auto_VoNR Coverage Test_DUT4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128292,-122.356918,n71A,125290,587,-56.890000,8.300000,2,Rank 2 (RI1),23.660000,1.865791,22.000000,0.000000,13.000000,10.485,10.485,,,,,,47.128292,-122.356899
50,1,,,-122.3569183,47.1282917,2025-09-29 20:29:07.000,_20250929_132833_CH07_TMO_5G Auto_VoNR Coverage Test_DUT4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128292,-122.356918,n71A,125290,587,-59.440000,11.100000,2,Rank 2 (RI1),22.560000,4.280563,22.821429,0.000000,12.500000,9.437,9.437,,,,,,47.128292,-122.356899
51,1,,,-122.3569183,47.1282917,2025-09-29 20:29:08.000,_20250929_132833_CH07_TMO_5G Auto_VoNR Coverage Test_DUT4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128292,-122.356918,n71A,125290,587,-59.400000,9.300000,2,Rank 2 (RI1),22.250000,1.808388,20.830065,0.000000,13.300000,10.485,10.485,,,,,,47.128292,-122.356899
52,1,,,-122.3569183,47.1282917,2025-09-29 20:29:09.000,_20250929_132833_CH07_TMO_5G Auto_VoNR Coverage Test_DUT4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128292,-122.356918,n71A,125290,587,-59.980000,10.000000,2,Rank 2 (RI1),22.040000,1.536051,21.252941,0.000000,14.500000,9.437,9.437,,,,,,47.128292,-122.356899
53,1,,,-122.3569183,47.1282917,2025-09-29 20:29:10.000,_20250929_132833_CH07_TMO_5G Auto_VoNR Coverage Test_DUT4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128292,-122.356918,n71A,125290,587,-59.000000,9.200000,2,Rank 2 (RI1),22.650000,1.975300,21.316456,0.000000,14.700000,10.485,10.485,,,,,,47.128292,-122.356899
54,1,,,-122.3569183,47.1282917,2025-09-29 20:29:10.029,_20250929_132833_CH07_TMO_5G Auto_VoNR Coverage Test_DUT4 Mobile_5G Auto VoNR Coverage Test.dml,,,,,,,,,,,,,,,,,,,4.351617,,,,,,
55,1,,,-122.3569183,47.1282917,2025-09-29 20:29:11.000,_20250929_132833_CH07_TMO_5G Auto_VoNR Coverage Test_DUT4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128292,-122.356918,n71A,125290,587,-57.270000,6.800000,2,Rank 2 (RI1),23.070000,1.582924,22.113514,0.000000,14.200000,9.437,9.437,,,,,,47.128292,-122.356899
56,1,,,-122.3569183,47.1282917,2025-09-29 20:29:12.000,_20250929_132833_CH07_TMO_5G Auto_VoNR Coverage Test_DUT4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128292,-122.356918,n71A,125290,587,-58.180000,7.000000,2,Rank 2 (RI1),23.340000,2.906628,22.538012,0.000000,10.500000,10.485,10.485,,,,,,47.128292,-122.356899
57,1,,,-122.3569183,47.1282917,2025-09-29 20:29:13.000,_20250929_132833_CH07_TMO_5G Auto_VoNR Coverage Test_DUT4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128292,-122.356918,n71A,125290,587,-56.430000,2.800000,2,Rank 2 (RI1),19.510000,0.000000,20.559783,0.000000,9.700000,9.437,9.437,,,,,,47.128292,-122.356899
58,1,,,-122.3569183,47.1282917,2025-09-29 20:29:14.000,_20250929_132833_CH07_TMO_5G Auto_VoNR Coverage Test_DUT4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128292,-122.356918,n71A,125290,587,-56.390000,3.400000,2,Rank 2 (RI1),20.280000,0.953357,22.350877,0.000000,10.100000,10.485,10.485,,,,,,47.128291,-122.356897
59,1,,,-122.3569183,47.1282917,2025-09-29 20:29:15.000,_20250929_132833_CH07_TMO_5G Auto_VoNR Coverage Test_DUT4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128292,-122.356918,n71A,125290,587,-55.310000,0.100000,2,Rank 2 (RI1),20.620000,0.024240,22.195266,0.000000,10.500000,9.437,9.437,,,,,,47.128289,-122.356875
60,1,,,-122.3569183,47.1282917,2025-09-29 20:29:16.000,_20250929_132833_CH07_TMO_5G Auto_VoNR Coverage Test_DUT4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128292,-122.356918,n71A,125290,587,-59.330000,5.000000,2,Rank 2 (RI1),21.020000,1.726196,23.705882,0.000000,12.000000,10.485,10.485,,,,,,47.128288,-122.356832
61,1,,,-122.3569150,47.1282367,2025-09-29 20:29:17.000,_20250929_132833_CH07_TMO_5G Auto_VoNR Coverage Test_DUT4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128237,-122.356915,n71A,125290,587,-58.820000,7.000000,2,Rank 2 (RI1),22.550000,0.079101,24.572414,0.000000,11.700000,9.437,10.485,,,,,,47.128289,-122.356780
62,1,,,-122.3568850,47.1282383,2025-09-29 20:29:18.000,_20250929_132833_CH07_TMO_5G Auto_VoNR Coverage Test_DUT4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128238,-122.356885,n71A,125290,587,-57.680000,8.100000,2,Rank 2 (RI1),21.870000,4.416510,24.789474,0.000000,10.900000,10.485,9.437,,,,,,47.128288,-122.356731
63,1,,,-122.3568367,47.1282367,2025-09-29 20:29:19.000,_20250929_132833_CH07_TMO_5G Auto_VoNR Coverage Test_DUT4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128237,-122.356837,n71A,125290,587,-56.250000,5.400000,2,Rank 2 (RI1),22.200000,3.248453,22.291498,0.000000,13.700000,10.485,10.485,,,,,,47.128284,-122.356685
64,1,,,-122.3567900,47.1282300,2025-09-29 20:29:20.000,_20250929_132833_CH07_TMO_5G Auto_VoNR Coverage Test_DUT4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128230,-122.356790,n71A,125290,587,-55.110000,8.000000,2,Rank 2 (RI1),19.510000,0.426718,19.904215,0.000000,11.300000,9.437,9.437,,,,,,47.128272,-122.356650
65,1,,,-122.3567517,47.1282217,2025-09-29 20:29:21.000,_20250929_132833_CH07_TMO_5G Auto_VoNR Coverage Test_DUT4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128222,-122.356752,n71A,125290,587,-54.830000,2.800000,2,Rank 2 (RI1),20.570000,2.620238,20.009836,0.000000,12.200000,9.437,10.485,,,,,,47.128253,-122.356620
66,1,,,-122.3567250,47.1282067,2025-09-29 20:29:22.000,_20250929_132833_CH07_TMO_5G Auto_VoNR Coverage Test_DUT4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128207,-122.356725,n71A,125290,587,-54.240000,7.100000,2,Rank 2 (RI1),21.150000,0.419720,21.739777,0.000000,10.900000,10.485,9.437,,,,,,47.128229,-122.356597
67,1,,,-122.3567050,47.1281883,2025-09-29 20:29:23.000,_20250929_132833_CH07_TMO_5G Auto_VoNR Coverage Test_DUT4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128188,-122.356705,n71A,125290,587,-56.440000,5.100000,2,Rank 2 (RI1),21.020000,0.542810,22.213559,0.000000,11.300000,9.437,10.485,,,,,,47.128204,-122.356592
68,1,,,-122.3566950,47.1281700,2025-09-29 20:29:24.000,_20250929_132833_CH07_TMO_5G Auto_VoNR Coverage Test_DUT4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128170,-122.356695,n71A,125290,587,-59.610000,8.500000,2,Rank 2 (RI1),18.870000,0.741417,22.754386,0.000000,10.800000,10.485,9.437,,,,,,47.128179,-122.356598
69,1,,,-122.3566950,47.1281500,2025-09-29 20:29:25.000,_20250929_132833_CH07_TMO_5G Auto_VoNR Coverage Test_DUT4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128150,-122.356695,n71A,125290,587,-60.770000,11.800000,2,Rank 2 (RI1),13.420000,0.027722,23.008969,0.000000,10.700000,10.485,10.485,,,,,,47.128151,-122.356617
70,1,,,-122.3567050,47.1281300,2025-09-29 20:29:26.000,_20250929_132833_CH07_TMO_5G Auto_VoNR Coverage Test_DUT4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128130,-122.356705,n71A,125290,587,-60.420000,8.400000,2,Rank 2 (RI1),20.810000,2.539443,25.487923,0.000000,13.000000,9.437,9.437,,,,,,47.128126,-122.356654
71,1,,,-122.3567317,47.1281133,2025-09-29 20:29:27.000,_20250929_132833_CH07_TMO_5G Auto_VoNR Coverage Test_DUT4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128113,-122.356732,n71A,125290,587,-60.520000,7.000000,2,Rank 2 (RI1),18.640000,2.571156,23.684211,0.000000,12.200000,10.485,10.485,,,,,,47.128115,-122.356713
72,1,,,-122.3567750,47.1281017,2025-09-29 20:29:28.000,_20250929_132833_CH07_TMO_5G Auto_VoNR Coverage Test_DUT4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128102,-122.356775,n71A,125290,587,-61.140000,4.700000,2,Rank 2 (RI1),19.110000,0.447675,24.860987,0.000000,11.300000,9.437,9.437,,,,,,47.128127,-122.356789
73,1,,,-122.3568367,47.1280983,2025-09-29 20:29:29.000,_20250929_132833_CH07_TMO_5G Auto_VoNR Coverage Test_DUT4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128098,-122.356837,n71A,125290,587,-60.450000,4.500000,2,Rank 2 (RI1),17.300000,0.000000,24.316239,0.000000,11.500000,10.485,10.485,,,,,,47.128126,-122.356862
74,1,,,-122.3569033,47.1280983,2025-09-29 20:29:29.985,_20250929_132833_CH07_TMO_5G Auto_VoNR Coverage Test_DUT4 Mobile_5G Auto VoNR Coverage Test.dml,,,,,,,,,,,,,,,,,,,4.237873,,,,,,
