IMEI : 
IMSI : 
Phone Number : 14254726812
Start Time : 2026-01-25 23:56:54
End Time : 2026-01-25 23:59:57
IDX,LID,CI_1,CI_2,Lon,Lat,Time,Measure,[General] Band Classification,[General] Band Classification (formal),[General] Serving Network (In Traffic),[NR5G] [RF] PCI,[NR5G] [RF] RSRP,[NR5G] [RF] SINR,[Call Test] [HTTP Transfer] HTTP Transfer Call Event,[Call Test] [Throughput] Application DL TP,[Call Test] [Throughput] Application UL TP,[NR5G] [Throughput] PUSCH TP,[NR5G] [(NR + LTE)] [Throughput] PDSCH TP,[NR5G] [(NR + LTE)] [Throughput] PUSCH TP,[Call Test] [Common] [Call average] [NR 5G] [BLER] PUSCH BLER
50,1,,,-122.1768467,47.5705483,2026-01-25 23:57:31.464,_20260125_155647_CH01_TMO_5GAUTO_SS HTTP UL 15M_L2_SEA.dml,,,,,,,Upload Ended,,,,,,
51,1,,,-122.1768433,47.5705567,2026-01-25 23:57:32.000,_20260125_155647_CH01_TMO_5GAUTO_SS HTTP UL 15M_L2_SEA.dml,,,,,,,,,23.069,,,,
52,1,,,-122.1768400,47.5705600,2026-01-25 23:57:33.000,_20260125_155647_CH01_TMO_5GAUTO_SS HTTP UL 15M_L2_SEA.dml,,,,,,,,,34.112,,,,
53,1,,,-122.1768417,47.5705633,2026-01-25 23:57:34.000,_20260125_155647_CH01_TMO_5GAUTO_SS HTTP UL 15M_L2_SEA.dml,,,,,,,,,,,,,
54,1,,,-122.1768450,47.5705400,2026-01-25 23:57:35.000,_20260125_155647_CH01_TMO_5GAUTO_SS HTTP UL 15M_L2_SEA.dml,,,,,,,,,,,,,
55,1,,,-122.1768650,47.5705350,2026-01-25 23:57:36.000,_20260125_155647_CH01_TMO_5GAUTO_SS HTTP UL 15M_L2_SEA.dml,,,,,,,,,,,,,
56,1,,,-122.1768817,47.5705367,2026-01-25 23:57:37.000,_20260125_155647_CH01_TMO_5GAUTO_SS HTTP UL 15M_L2_SEA.dml,,,,,,,,,,,,,
57,1,,,-122.1768817,47.5705367,2026-01-25 23:57:37.275,_20260125_155647_CH01_TMO_5GAUTO_SS HTTP UL 15M_L2_SEA.dml,,,,,,,Upload Start Request,,,,,,
58,1,,,-122.1768983,47.5705433,2026-01-25 23:57:37.604,_20260125_155647_CH01_TMO_5GAUTO_SS HTTP UL 15M_L2_SEA.dml,,,,,,,Upload Started,,,,,,
59,1,,,-122.1768983,47.5705433,2026-01-25 23:57:38.000,_20260125_155647_CH01_TMO_5GAUTO_SS HTTP UL 15M_L2_SEA.dml,,,,,,,,,,,,,
60,1,,,-122.1769150,47.5705483,2026-01-25 23:57:39.000,_20260125_155647_CH01_TMO_5GAUTO_SS HTTP UL 15M_L2_SEA.dml,,,,,,,,,,,,,
61,1,,,-122.1769333,47.5705333,2026-01-25 23:57:40.000,_20260125_155647_CH01_TMO_5GAUTO_SS HTTP UL 15M_L2_SEA.dml,,,,,,,,,69.206,,,,
62,1,,,-122.1769333,47.5705333,2026-01-25 23:57:40.525,_20260125_155647_CH01_TMO_5GAUTO_SS HTTP UL 15M_L2_SEA.dml,,,,,,,Upload Ended,,,,,,
63,1,,,-122.1769350,47.5705383,2026-01-25 23:57:41.000,_20260125_155647_CH01_TMO_5GAUTO_SS HTTP UL 15M_L2_SEA.dml,,,,,,,,,23.069,,,,
64,1,,,-122.1769283,47.5705433,2026-01-25 23:57:42.000,_20260125_155647_CH01_TMO_5GAUTO_SS HTTP UL 15M_L2_SEA.dml,,,,,,,,,30.772,,,,
65,1,,,-122.1769183,47.5705483,2026-01-25 23:57:43.000,_20260125_155647_CH01_TMO_5GAUTO_SS HTTP UL 15M_L2_SEA.dml,,,,,,,,,,,,,
66,1,,,-122.1769217,47.5705533,2026-01-25 23:57:44.000,_20260125_155647_CH01_TMO_5GAUTO_SS HTTP UL 15M_L2_SEA.dml,,,,,,,,,,,,,
67,1,,,-122.1769200,47.5705683,2026-01-25 23:57:45.000,_20260125_155647_CH01_TMO_5GAUTO_SS HTTP UL 15M_L2_SEA.dml,,,,,,,,,,,,,
68,1,,,-122.1769233,47.5705733,2026-01-25 23:57:46.000,_20260125_155647_CH01_TMO_5GAUTO_SS HTTP UL 15M_L2_SEA.dml,,,,,,,,,,,,,
69,1,,,-122.1769233,47.5705733,2026-01-25 23:57:46.323,_20260125_155647_CH01_TMO_5GAUTO_SS HTTP UL 15M_L2_SEA.dml,,,,,,,Upload Start Request,,,,,,
70,1,,,-122.1769300,47.5705750,2026-01-25 23:57:46.604,_20260125_155647_CH01_TMO_5GAUTO_SS HTTP UL 15M_L2_SEA.dml,,,,,,,Upload Started,,,,,,
71,1,,,-122.1769300,47.5705750,2026-01-25 23:57:47.000,_20260125_155647_CH01_TMO_5GAUTO_SS HTTP UL 15M_L2_SEA.dml,,,,,,,,,,,,,
72,1,,,-122.1769333,47.5705767,2026-01-25 23:57:48.000,_20260125_155647_CH01_TMO_5GAUTO_SS HTTP UL 15M_L2_SEA.dml,,,,,,,,,,,,,
73,1,,,-122.1769267,47.5705767,2026-01-25 23:57:49.000,_20260125_155647_CH01_TMO_5GAUTO_SS HTTP UL 15M_L2_SEA.dml,,,,,,,,,69.206,,,,
74,1,,,-122.1769267,47.5705767,2026-01-25 23:57:49.339,_20260125_155647_CH01_TMO_5GAUTO_SS HTTP UL 15M_L2_SEA.dml,,,,,,,Upload Ended,,,,,,
75,1,,,-122.1769133,47.5705767,2026-01-25 23:57:50.000,_20260125_155647_CH01_TMO_5GAUTO_SS HTTP UL 15M_L2_SEA.dml,,,,,,,,,39.495,,,,
76,1,,,-122.1768983,47.5705833,2026-01-25 23:57:51.000,_20260125_155647_CH01_TMO_5GAUTO_SS HTTP UL 15M_L2_SEA.dml,,,,,,,,,,,,,
77,1,,,-122.1768933,47.5705817,2026-01-25 23:57:52.000,_20260125_155647_CH01_TMO_5GAUTO_SS HTTP UL 15M_L2_SEA.dml,,,,,,,,,,,,,
78,1,,,-122.1768883,47.5705783,2026-01-25 23:57:53.000,_20260125_155647_CH01_TMO_5GAUTO_SS HTTP UL 15M_L2_SEA.dml,,,,,,,,,,,,,
79,1,,,-122.1768950,47.5705800,2026-01-25 23:57:54.000,_20260125_155647_CH01_TMO_5GAUTO_SS HTTP UL 15M_L2_SEA.dml,,,,,,,,,,,,,
80,1,,,-122.1768950,47.5705800,2026-01-25 23:57:54.369,_20260125_155647_CH01_TMO_5GAUTO_SS HTTP UL 15M_L2_SEA.dml,,,,,,,Upload Start Request,,,,,,
81,1,,,-122.1769067,47.5705800,2026-01-25 23:57:54.682,_20260125_155647_CH01_TMO_5GAUTO_SS HTTP UL 15M_L2_SEA.dml,,,,,,,Upload Started,,,,,,
82,1,,,-122.1769067,47.5705800,2026-01-25 23:57:55.000,_20260125_155647_CH01_TMO_5GAUTO_SS HTTP UL 15M_L2_SEA.dml,,,,,,,,,,,,,
83,1,,,-122.1769233,47.5705783,2026-01-25 23:57:56.000,_20260125_155647_CH01_TMO_5GAUTO_SS HTTP UL 15M_L2_SEA.dml,,,,,,,,,,,,,
84,1,,,-122.1769333,47.5705750,2026-01-25 23:57:57.000,_20260125_155647_CH01_TMO_5GAUTO_SS HTTP UL 15M_L2_SEA.dml,,,,,,,,,69.206,,,,
85,1,,,-122.1769333,47.5705750,2026-01-25 23:57:57.198,_20260125_155647_CH01_TMO_5GAUTO_SS HTTP UL 15M_L2_SEA.dml,,,,,,,Upload Ended,,,,,,
86,1,,,-122.1769333,47.5705717,2026-01-25 23:57:58.000,_20260125_155647_CH01_TMO_5GAUTO_SS HTTP UL 15M_L2_SEA.dml,,,,,,,,,11.365,,,,
87,1,,,-122.1769417,47.5705667,2026-01-25 23:57:59.000,_20260125_155647_CH01_TMO_5GAUTO_SS HTTP UL 15M_L2_SEA.dml,,,,,,,,,,,,,
88,1,,,-122.1769483,47.5705650,2026-01-25 23:58:00.000,_20260125_155647_CH01_TMO_5GAUTO_SS HTTP UL 15M_L2_SEA.dml,,,,,,,,,,,,,
89,1,,,-122.1769567,47.5705550,2026-01-25 23:58:01.000,_20260125_155647_CH01_TMO_5GAUTO_SS HTTP UL 15M_L2_SEA.dml,,,,,,,,,,,,,
90,1,,,-122.1769650,47.5705533,2026-01-25 23:58:02.000,_20260125_155647_CH01_TMO_5GAUTO_SS HTTP UL 15M_L2_SEA.dml,,,,,,,,,,,,,
91,1,,,-122.1769650,47.5705533,2026-01-25 23:58:02.416,_20260125_155647_CH01_TMO_5GAUTO_SS HTTP UL 15M_L2_SEA.dml,,,,,,,Upload Start Request,,,,,,
92,1,,,-122.1769733,47.5705500,2026-01-25 23:58:02.682,_20260125_155647_CH01_TMO_5GAUTO_SS HTTP UL 15M_L2_SEA.dml,,,,,,,Upload Started,,,,,,
93,1,,,-122.1769733,47.5705500,2026-01-25 23:58:03.000,_20260125_155647_CH01_TMO_5GAUTO_SS HTTP UL 15M_L2_SEA.dml,,,,,,,,,,,,,
94,1,,,-122.1769833,47.5705450,2026-01-25 23:58:04.000,_20260125_155647_CH01_TMO_5GAUTO_SS HTTP UL 15M_L2_SEA.dml,,,,,,,,,,,,,
95,1,,,-122.1769883,47.5705417,2026-01-25 23:58:05.000,_20260125_155647_CH01_TMO_5GAUTO_SS HTTP UL 15M_L2_SEA.dml,,,,,,,,,67.109,,,,
96,1,,,-122.1769950,47.5705433,2026-01-25 23:58:05.416,_20260125_155647_CH01_TMO_5GAUTO_SS HTTP UL 15M_L2_SEA.dml,,,,,,,Upload Ended,,,,,,
97,1,,,-122.1769950,47.5705433,2026-01-25 23:58:06.000,_20260125_155647_CH01_TMO_5GAUTO_SS HTTP UL 15M_L2_SEA.dml,,,,,,,,,42.482,,,,
98,1,,,-122.1769983,47.5705467,2026-01-25 23:58:07.000,_20260125_155647_CH01_TMO_5GAUTO_SS HTTP UL 15M_L2_SEA.dml,,,,,,,,,,,,,
99,1,,,-122.1770017,47.5705500,2026-01-25 23:58:08.000,_20260125_155647_CH01_TMO_5GAUTO_SS HTTP UL 15M_L2_SEA.dml,,,,,,,,,,,,,
100,1,,,-122.1769833,47.5705600,2026-01-25 23:58:09.000,_20260125_155647_CH01_TMO_5GAUTO_SS HTTP UL 15M_L2_SEA.dml,,,,,,,,,,,,,
101,1,,,-122.1769733,47.5705700,2026-01-25 23:58:10.000,_20260125_155647_CH01_TMO_5GAUTO_SS HTTP UL 15M_L2_SEA.dml,,,,,,,,,,,,,
102,1,,,-122.1769667,47.5705833,2026-01-25 23:58:10.448,_20260125_155647_CH01_TMO_5GAUTO_SS HTTP UL 15M_L2_SEA.dml,,,,,,,Upload Start Request,,,,,,
103,1,,,-122.1769667,47.5705833,2026-01-25 23:58:10.760,_20260125_155647_CH01_TMO_5GAUTO_SS HTTP UL 15M_L2_SEA.dml,,,,,,,Upload Started,,,,,,
104,1,,,-122.1769667,47.5705833,2026-01-25 23:58:11.000,_20260125_155647_CH01_TMO_5GAUTO_SS HTTP UL 15M_L2_SEA.dml,,,,,,,,,,,,,
105,1,,,-122.1769567,47.5705933,2026-01-25 23:58:12.000,_20260125_155647_CH01_TMO_5GAUTO_SS HTTP UL 15M_L2_SEA.dml,,,,,,,,,,,,,
106,1,,,-122.1769500,47.5706067,2026-01-25 23:58:13.000,_20260125_155647_CH01_TMO_5GAUTO_SS HTTP UL 15M_L2_SEA.dml,,,,,,,,,68.157,,,,
107,1,,,-122.1769417,47.5706050,2026-01-25 23:58:13.697,_20260125_155647_CH01_TMO_5GAUTO_SS HTTP UL 15M_L2_SEA.dml,,,,,,,Upload Ended,,,,,,
108,1,,,-122.1769417,47.5706050,2026-01-25 23:58:14.000,_20260125_155647_CH01_TMO_5GAUTO_SS HTTP UL 15M_L2_SEA.dml,,,,,,,,,23.069,,,,
109,1,,,-122.1769283,47.5706150,2026-01-25 23:58:15.000,_20260125_155647_CH01_TMO_5GAUTO_SS HTTP UL 15M_L2_SEA.dml,,,,,,,,,31.865,,,,
110,1,,,-122.1769117,47.5706150,2026-01-25 23:58:16.000,_20260125_155647_CH01_TMO_5GAUTO_SS HTTP UL 15M_L2_SEA.dml,,,,,,,,,,,,,
111,1,,,-122.1769117,47.5706150,2026-01-25 23:58:17.000,_20260125_155647_CH01_TMO_5GAUTO_SS HTTP UL 15M_L2_SEA.dml,,,,,,,,,,,,,
112,1,,,-122.1769117,47.5706150,2026-01-25 23:58:18.000,_20260125_155647_CH01_TMO_5GAUTO_SS HTTP UL 15M_L2_SEA.dml,,,,,,,,,,,,,
113,1,,,-122.1769117,47.5706150,2026-01-25 23:58:19.000,_20260125_155647_CH01_TMO_5GAUTO_SS HTTP UL 15M_L2_SEA.dml,,,,,,,,,,,,,
114,1,,,-122.1769117,47.5706150,2026-01-25 23:58:19.510,_20260125_155647_CH01_TMO_5GAUTO_SS HTTP UL 15M_L2_SEA.dml,,,,,,,Upload Start Request,,,,,,
115,1,,,-122.1769117,47.5706150,2026-01-25 23:58:19.808,_20260125_155647_CH01_TMO_5GAUTO_SS HTTP UL 15M_L2_SEA.dml,,,,,,,Upload Started,,,,,,
116,1,,,-122.1769117,47.5706150,2026-01-25 23:58:20.000,_20260125_155647_CH01_TMO_5GAUTO_SS HTTP UL 15M_L2_SEA.dml,,,,,,,,,,,,,
117,1,,,-122.1769117,47.5706150,2026-01-25 23:58:21.000,_20260125_155647_CH01_TMO_5GAUTO_SS HTTP UL 15M_L2_SEA.dml,,,,,,,,,,,,,
118,1,,,-122.1769117,47.5706150,2026-01-25 23:58:22.000,_20260125_155647_CH01_TMO_5GAUTO_SS HTTP UL 15M_L2_SEA.dml,,,,,,,,,68.157,,,,
119,1,,,-122.1769117,47.5706150,2026-01-25 23:58:23.000,_20260125_155647_CH01_TMO_5GAUTO_SS HTTP UL 15M_L2_SEA.dml,,,,,,,,,22.020,,,,
120,1,,,-122.1769117,47.5706150,2026-01-25 23:58:23.041,_20260125_155647_CH01_TMO_5GAUTO_SS HTTP UL 15M_L2_SEA.dml,,,,,,,Upload Ended,,,,,,
121,1,,,-122.1769117,47.5706150,2026-01-25 23:58:24.000,_20260125_155647_CH01_TMO_5GAUTO_SS HTTP UL 15M_L2_SEA.dml,,,,,,,,,33.270,,,,
122,1,,,-122.1769117,47.5706150,2026-01-25 23:58:25.000,_20260125_155647_CH01_TMO_5GAUTO_SS HTTP UL 15M_L2_SEA.dml,,,,,,,,,,,,,
123,1,,,-122.1769117,47.5706150,2026-01-25 23:58:26.000,_20260125_155647_CH01_TMO_5GAUTO_SS HTTP UL 15M_L2_SEA.dml,,,,,,,,,,,,,
124,1,,,-122.1769117,47.5706150,2026-01-25 23:58:27.000,_20260125_155647_CH01_TMO_5GAUTO_SS HTTP UL 15M_L2_SEA.dml,,,,,,,,,,,,,
125,1,,,-122.1769117,47.5706150,2026-01-25 23:58:28.000,_20260125_155647_CH01_TMO_5GAUTO_SS HTTP UL 15M_L2_SEA.dml,,,,,,,,,,,,,
126,1,,,-122.1769117,47.5706150,2026-01-25 23:58:28.557,_20260125_155647_CH01_TMO_5GAUTO_SS HTTP UL 15M_L2_SEA.dml,,,,,,,Upload Start Request,,,,,,
127,1,,,-122.1769117,47.5706150,2026-01-25 23:58:28.839,_20260125_155647_CH01_TMO_5GAUTO_SS HTTP UL 15M_L2_SEA.dml,,,,,,,Upload Started,,,,,,
128,1,,,-122.1769117,47.5706150,2026-01-25 23:58:29.000,_20260125_155647_CH01_TMO_5GAUTO_SS HTTP UL 15M_L2_SEA.dml,,,,,,,,,,,,,
129,1,,,-122.1769117,47.5706150,2026-01-25 23:58:30.000,_20260125_155647_CH01_TMO_5GAUTO_SS HTTP UL 15M_L2_SEA.dml,,,,,,,,,,,,,
130,1,,,-122.1769117,47.5706150,2026-01-25 23:58:31.000,_20260125_155647_CH01_TMO_5GAUTO_SS HTTP UL 15M_L2_SEA.dml,,,,,,,,,67.109,,,,
131,1,,,-122.1769450,47.5705533,2026-01-25 23:58:32.000,_20260125_155647_CH01_TMO_5GAUTO_SS HTTP UL 15M_L2_SEA.dml,,,,,,,,,23.046,,,,
132,1,,,-122.1769450,47.5705533,2026-01-25 23:58:32.183,_20260125_155647_CH01_TMO_5GAUTO_SS HTTP UL 15M_L2_SEA.dml,,,,,,,Upload Ended,,,,,,
133,1,,,-122.1769583,47.5705567,2026-01-25 23:58:33.000,_20260125_155647_CH01_TMO_5GAUTO_SS HTTP UL 15M_L2_SEA.dml,,,,,,,,,25.836,,,,
134,1,,,-122.1769617,47.5705583,2026-01-25 23:58:34.000,_20260125_155647_CH01_TMO_5GAUTO_SS HTTP UL 15M_L2_SEA.dml,,,,,,,,,,,,,
135,1,,,-122.1769633,47.5705550,2026-01-25 23:58:35.000,_20260125_155647_CH01_TMO_5GAUTO_SS HTTP UL 15M_L2_SEA.dml,,,,,,,,,,,,,
136,1,,,-122.1769550,47.5705583,2026-01-25 23:58:36.000,_20260125_155647_CH01_TMO_5GAUTO_SS HTTP UL 15M_L2_SEA.dml,,,,,,,,,,,,,
137,1,,,-122.1769400,47.5705600,2026-01-25 23:58:37.000,_20260125_155647_CH01_TMO_5GAUTO_SS HTTP UL 15M_L2_SEA.dml,,,,,,,,,,,,,
138,1,,,-122.1769317,47.5705617,2026-01-25 23:58:37.635,_20260125_155647_CH01_TMO_5GAUTO_SS HTTP UL 15M_L2_SEA.dml,,,,,,,Upload Start Request,,,,,,
139,1,,,-122.1769317,47.5705617,2026-01-25 23:58:38.000,_20260125_155647_CH01_TMO_5GAUTO_SS HTTP UL 15M_L2_SEA.dml,,,,,,,,,,,,,
140,1,,,-122.1769317,47.5705617,2026-01-25 23:58:37.932,_20260125_155647_CH01_TMO_5GAUTO_SS HTTP UL 15M_L2_SEA.dml,,,,,,,Upload Started,,,,,,
141,1,,,-122.1769200,47.5705633,2026-01-25 23:58:39.000,_20260125_155647_CH01_TMO_5GAUTO_SS HTTP UL 15M_L2_SEA.dml,,,,,,,,,,,,,
