IDX,LID,CI_1,CI_2,Lon,Lat,Time,Measure,[Mobile Info] IMEI,[General] Serving Network,[General] [GPS] Latitude,[General] [GPS] Longitude,[General] Band Classification (formal),[NR5G] [System] NR-ARFCN,[NR5G] [RF] PCI,[NR5G] [RF] RSRP,[NR5G] [Power] Tx power (PUSCH Actual),[NR5G] [PCC] [PDSCH] [MIMO] Num of Layer (Mode),[NR5G] [PCC] [Quality Report] RI (Rank Index) (Mode),[NR5G] [RF] SINR,[NR5G] [PCC] [PUSCH] [TB  RB] BLER,[NR5G] [PCC] [PUSCH] [Modulation] MCS (Avg),[General] [GPS] Accumulated Distance,[NR5G] [Quality Report] [CQI] WB CQI (Avg),[Call Test] [Throughput] Application DL TP,[Call Test] [Throughput] Application UL TP,[Call Test] [Voice Quality] [Per Rx Clip] MOS Value,[Packet Data] [SIP] Request Method,[Packet Data] [SIP] Status,[Packet Data] [SIP] 200 OK - Method,[Event] Voice Call Event,[Mobile Info] [Android] Latitude,[Mobile Info] [Android] Longitude
22,1,,,-122.3569183,47.1282917,2025-09-29 20:28:49.489,_20250929_132833_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,,,,,,,,,,,,,,,,,,,,,,[UE] 1st Rx RTP,,
23,1,,,-122.3569183,47.1282917,2025-09-29 20:28:49.524,_20250929_132833_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,,,,,,,,,,,,,,,,,,,,200 OK,INVITE,,,
24,1,,,-122.3569183,47.1282917,2025-09-29 20:28:49.529,_20250929_132833_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,,,,,,,,,,,,,,,,,,,,,,[UE] 1st Rx RTP after SIP 200Ok,,
25,1,,,-122.3569183,47.1282917,2025-09-29 20:28:49.535,_20250929_132833_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,,,,,,,,,,,,,,,,,,,ACK,,,,,
26,1,,,-122.3569183,47.1282917,2025-09-29 20:28:49.626,_20250929_132833_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,,,,,,,,,,,,,,,,,,,,,,[UE]   Voice - Setup Success,,
27,1,,,-122.3569183,47.1282917,2025-09-29 20:28:49.581,_20250929_132833_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,,,,,,,,,,,,,,,,,,,,,,[UE] 1st Rx RTP after SIP ACK,,
28,1,,,-122.3569183,47.1282917,2025-09-29 20:28:49.591,_20250929_132833_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,,,,,,,,,,,,,,,,,,,,,,[UE] 1st Tx RTP,,
29,1,,,-122.3569183,47.1282917,2025-09-29 20:28:49.591,_20250929_132833_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,,,,,,,,,,,,,,,,,,,,,,[UE] 1st Tx RTP after SIP 200Ok,,
30,1,,,-122.3569183,47.1282917,2025-09-29 20:28:49.591,_20250929_132833_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,,,,,,,,,,,,,,,,,,,,,,[UE] 1st Tx RTP after SIP ACK,,
31,1,,,-122.3569183,47.1282917,2025-09-29 20:28:49.591,_20250929_132833_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,,,,,,,,,,,,,,,,,,,,,,[UE] 1st Tx RTP after First Rx RTP,,
32,1,,,-122.3569183,47.1282917,2025-09-29 20:28:49.706,_20250929_132833_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,,,,,,,,,,,,,,,,,,,,,,[UE] 1st Rx RTP after First Tx RTP,,
33,1,,,-122.3569183,47.1282917,2025-09-29 20:28:50.000,_20250929_132833_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128292,-122.356918,n25A,396970,592,-79.850000,16.800000,3,Rank 3 (RI2),22.040000,4.207714,22.082192,0.000000,11.800000,10.485,10.485,,,,,,47.128281,-122.356901
34,1,,,-122.3569183,47.1282917,2025-09-29 20:28:51.000,_20250929_132833_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128292,-122.356918,n25A,396970,592,-80.090000,17.000000,3,Rank 3 (RI2),21.890000,0.000000,22.387097,0.000000,11.200000,10.485,10.485,,,,,,47.128281,-122.356901
35,1,,,-122.3569183,47.1282917,2025-09-29 20:28:52.000,_20250929_132833_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128292,-122.356918,n25A,396970,592,-79.320000,16.700000,3,Rank 3 (RI2),22.400000,0.000000,22.336770,0.000000,11.300000,9.437,9.437,,,,,,47.128281,-122.356901
36,1,,,-122.3569183,47.1282917,2025-09-29 20:28:53.000,_20250929_132833_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128292,-122.356918,n25A,396970,592,-76.860000,16.700000,3,Rank 3 (RI2),23.160000,1.403901,22.782288,0.000000,11.000000,10.485,10.485,,,,,,47.128281,-122.356901
37,1,,,-122.3569183,47.1282917,2025-09-29 20:28:54.000,_20250929_132833_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128292,-122.356918,n25A,396970,592,-73.620000,14.400000,3,Rank 3 (RI2),23.370000,5.111323,23.354305,0.000000,10.300000,9.437,9.437,,,,,,47.128281,-122.356901
38,1,,,-122.3569183,47.1282917,2025-09-29 20:28:55.000,_20250929_132833_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128292,-122.356918,n25A,396970,592,-72.730000,14.600000,3,Rank 3 (RI2),23.610000,1.312859,22.825455,0.000000,11.000000,10.485,10.485,,,,,,47.128281,-122.356901
39,1,,,-122.3569183,47.1282917,2025-09-29 20:28:56.000,_20250929_132833_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128292,-122.356918,n25A,396970,592,-73.230000,16.900000,3,Rank 3 (RI2),23.860000,1.882368,22.364865,0.000000,10.900000,9.437,9.437,,,,,,47.128281,-122.356901
40,1,,,-122.3569183,47.1282917,2025-09-29 20:28:57.000,_20250929_132833_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128292,-122.356918,n25A,396970,592,-73.890000,17.000000,3,Rank 3 (RI2),22.890000,0.000000,22.434629,0.000000,11.300000,10.485,10.485,,,,,,47.128281,-122.356901
41,1,,,-122.3569183,47.1282917,2025-09-29 20:28:58.000,_20250929_132833_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128292,-122.356918,n25A,396970,592,-73.330000,16.700000,3,Rank 3 (RI2),23.970000,4.182960,22.860140,0.000000,10.700000,9.437,9.437,,,,,,47.128281,-122.356900
42,1,,,-122.3569183,47.1282917,2025-09-29 20:28:59.000,_20250929_132833_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128292,-122.356918,n25A,396970,592,-73.360000,17.000000,3,Rank 3 (RI2),22.370000,2.157929,22.902834,0.000000,11.800000,10.485,10.485,,,,,,47.128281,-122.356900
43,1,,,-122.3569183,47.1282917,2025-09-29 20:29:00.000,_20250929_132833_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128292,-122.356918,n25A,396970,592,-75.330000,17.000000,3,Rank 3 (RI2),22.500000,2.067194,23.887701,0.000000,10.600000,9.437,9.437,,,,,,47.128281,-122.356900
44,1,,,-122.3569183,47.1282917,2025-09-29 20:29:01.000,_20250929_132833_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128292,-122.356918,n25A,396970,592,-77.310000,17.500000,3,Rank 3 (RI2),20.900000,2.639080,23.481081,0.000000,11.500000,10.485,10.485,,,,,,47.128281,-122.356900
45,1,,,-122.3569183,47.1282917,2025-09-29 20:29:02.000,_20250929_132833_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128292,-122.356918,n25A,396970,592,-77.420000,17.000000,3,Rank 3 (RI2),20.480000,1.467843,25.167598,0.000000,11.300000,9.437,9.437,,,,,,47.128281,-122.356900
46,1,,,-122.3569183,47.1282917,2025-09-29 20:29:03.000,_20250929_132833_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128292,-122.356918,n25A,396970,592,-76.830000,17.000000,3,Rank 3 (RI2),22.490000,2.294100,25.043478,0.000000,11.000000,10.485,10.485,,,,,,47.128281,-122.356900
47,1,,,-122.3569183,47.1282917,2025-09-29 20:29:04.000,_20250929_132833_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128292,-122.356918,n25A,396970,592,-77.200000,17.000000,3,Rank 3 (RI2),21.290000,0.000000,24.768786,0.000000,11.300000,9.437,10.485,,,,,,47.128281,-122.356900
48,1,,,-122.3569183,47.1282917,2025-09-29 20:29:05.000,_20250929_132833_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128292,-122.356918,n25A,396970,592,-78.060000,17.000000,3,Rank 3 (RI2),20.930000,4.158394,25.183908,0.000000,11.700000,10.485,9.437,,,,,,47.128281,-122.356900
49,1,,,-122.3569183,47.1282917,2025-09-29 20:29:06.000,_20250929_132833_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128292,-122.356918,n25A,396970,592,-78.220000,17.000000,3,Rank 3 (RI2),20.690000,1.573329,24.959064,0.000000,12.000000,10.485,10.485,,,,,,47.128281,-122.356900
50,1,,,-122.3569183,47.1282917,2025-09-29 20:29:07.000,_20250929_132833_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128292,-122.356918,n25A,396970,592,-79.580000,17.000000,3,Rank 3 (RI2),20.880000,3.748021,23.175879,0.000000,11.800000,9.437,9.437,,,,,,47.128281,-122.356900
51,1,,,-122.3569183,47.1282917,2025-09-29 20:29:08.000,_20250929_132833_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128292,-122.356918,n25A,396970,592,-79.460000,17.000000,3,Rank 3 (RI2),19.650000,1.108443,22.573684,0.000000,11.900000,10.485,10.485,,,,,,47.128281,-122.356900
52,1,,,-122.3569183,47.1282917,2025-09-29 20:29:09.000,_20250929_132833_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128292,-122.356918,n25A,396970,592,-76.870000,17.000000,3,Rank 3 (RI2),17.660000,1.386459,24.658960,0.000000,11.800000,9.437,9.437,,,,,,47.128281,-122.356900
53,1,,,-122.3569183,47.1282917,2025-09-29 20:29:10.000,_20250929_132833_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128292,-122.356918,n25A,396970,592,-77.150000,17.000000,3,Rank 3 (RI2),18.820000,3.331819,24.472222,0.000000,12.000000,10.485,10.485,,,,,,47.128281,-122.356900
54,1,,,-122.3569183,47.1282917,2025-09-29 20:29:10.398,_20250929_132833_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,,,,,,,,,,,,,,,,,,4.297700,,,,,,
55,1,,,-122.3569183,47.1282917,2025-09-29 20:29:11.000,_20250929_132833_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128292,-122.356918,n25A,396970,592,-76.300000,17.000000,3,Rank 3 (RI2),20.580000,0.719550,24.096774,0.000000,11.800000,9.437,9.437,,,,,,47.128281,-122.356900
56,1,,,-122.3569183,47.1282917,2025-09-29 20:29:12.000,_20250929_132833_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128292,-122.356918,n25A,396970,592,-79.120000,16.800000,3,Rank 3 (RI2),20.600000,2.687329,24.328502,0.000000,11.700000,10.485,10.485,,,,,,47.128281,-122.356900
57,1,,,-122.3569183,47.1282917,2025-09-29 20:29:13.000,_20250929_132833_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128292,-122.356918,n25A,396970,592,-76.960000,17.000000,3,Rank 3 (RI2),22.350000,3.517483,22.485981,0.000000,11.300000,9.437,9.437,,,,,,47.128281,-122.356900
58,1,,,-122.3569183,47.1282917,2025-09-29 20:29:14.000,_20250929_132833_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128292,-122.356918,n25A,396970,592,-75.820000,17.300000,3,Rank 3 (RI2),19.820000,0.673066,21.486364,0.000000,11.700000,10.485,10.485,,,,,,47.128281,-122.356900
59,1,,,-122.3569183,47.1282917,2025-09-29 20:29:15.000,_20250929_132833_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128292,-122.356918,n25A,396970,592,-78.800000,17.500000,3,Rank 3 (RI2),19.810000,0.000000,21.855814,0.000000,11.300000,9.437,9.437,,,,,,47.128281,-122.356900
60,1,,,-122.3569183,47.1282917,2025-09-29 20:29:16.000,_20250929_132833_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128292,-122.356918,n25A,396970,592,-73.310000,17.100000,3,Rank 3 (RI2),21.930000,8.586929,23.361702,0.000000,10.700000,10.485,10.485,,,,,,47.128275,-122.356877
61,1,,,-122.3569183,47.1282917,2025-09-29 20:29:17.000,_20250929_132833_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128292,-122.356918,n25A,396970,592,-70.610000,15.900000,3,Rank 3 (RI2),22.150000,0.000000,24.459627,0.000000,10.800000,10.485,10.485,,,,,,47.128276,-122.356835
62,1,,,-122.3569150,47.1282367,2025-09-29 20:29:18.000,_20250929_132833_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128237,-122.356915,n25A,396970,592,-73.830000,17.000000,3,Rank 3 (RI2),20.250000,0.560919,22.348485,0.000000,11.200000,9.437,9.437,,,,,,47.128279,-122.356784
63,1,,,-122.3568850,47.1282383,2025-09-29 20:29:19.000,_20250929_132833_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128238,-122.356885,n25A,396970,592,-73.530000,17.200000,3,Rank 3 (RI2),22.290000,1.965729,22.631016,0.000000,10.200000,10.485,10.485,,,,,,47.128281,-122.356735
64,1,,,-122.3568367,47.1282367,2025-09-29 20:29:20.000,_20250929_132833_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128237,-122.356837,n25A,396970,592,-75.310000,17.000000,3,Rank 3 (RI2),20.220000,2.821990,22.909091,0.000000,10.700000,9.437,9.437,,,,,,47.128279,-122.356691
65,1,,,-122.3567900,47.1282300,2025-09-29 20:29:21.000,_20250929_132833_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128230,-122.356790,n25A,396970,592,-75.220000,16.500000,3,Rank 3 (RI2),20.330000,0.747583,24.073529,0.000000,11.200000,10.485,10.485,,,,,,47.128270,-122.356659
66,1,,,-122.3567517,47.1282217,2025-09-29 20:29:22.000,_20250929_132833_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128222,-122.356752,n25A,396970,592,-74.390000,15.900000,3,Rank 3 (RI2),18.100000,0.761052,25.397661,0.000000,11.700000,9.437,9.437,,,,,,47.128253,-122.356632
67,1,,,-122.3567250,47.1282067,2025-09-29 20:29:23.000,_20250929_132833_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128207,-122.356725,n25A,396970,592,-72.500000,13.200000,2,Rank 2 (RI1),19.840000,4.163478,25.866667,0.000000,12.700000,10.485,10.485,,,,,,47.128230,-122.356617
68,1,,,-122.3567050,47.1281883,2025-09-29 20:29:24.000,_20250929_132833_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128188,-122.356705,n25A,396970,592,-75.400000,15.800000,3,Rank 3 (RI2),21.190000,1.360945,23.635897,0.000000,11.100000,9.437,9.437,,,,,,47.128204,-122.356612
69,1,,,-122.3566950,47.1281700,2025-09-29 20:29:25.000,_20250929_132833_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128170,-122.356695,n25A,396970,592,-76.350000,16.800000,3,Rank 3 (RI2),18.070000,0.942989,23.241706,0.000000,10.800000,10.485,10.485,,,,,,47.128180,-122.356613
70,1,,,-122.3566950,47.1281500,2025-09-29 20:29:26.000,_20250929_132833_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128150,-122.356695,n25A,396970,592,-74.610000,17.400000,3,Rank 3 (RI2),19.290000,4.841442,23.042254,0.000000,11.700000,9.437,9.437,,,,,,47.128154,-122.356629
71,1,,,-122.3567050,47.1281300,2025-09-29 20:29:27.000,_20250929_132833_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128130,-122.356705,n25A,396970,592,-77.470000,17.100000,3,Rank 3 (RI2),16.940000,3.105960,22.638498,0.000000,11.000000,10.485,10.485,,,,,,47.128133,-122.356663
72,1,,,-122.3567317,47.1281133,2025-09-29 20:29:28.000,_20250929_132833_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128113,-122.356732,n25A,396970,592,-81.090000,17.600000,3,Rank 3 (RI2),12.270000,2.130440,21.739669,0.000000,10.700000,9.437,9.437,,,,,,47.128122,-122.356718
73,1,,,-122.3567750,47.1281017,2025-09-29 20:29:29.000,_20250929_132833_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128102,-122.356775,n25A,396970,592,-76.680000,17.200000,3,Rank 3 (RI2),15.750000,0.716872,22.372807,0.000000,11.200000,10.485,10.485,,,,,,47.128131,-122.356803
74,1,,,-122.3568367,47.1280983,2025-09-29 20:29:30.000,_20250929_132833_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128098,-122.356837,n25A,396970,592,-78.900000,17.200000,3,Rank 3 (RI2),13.610000,0.000000,21.660550,0.000000,11.300000,9.437,10.485,,,,,,47.128132,-122.356874
