IDX,LID,CI_1,CI_2,Lon,Lat,Time,Measure,[Mobile Info] IMEI,[General] Serving Network,[General] [GPS] Latitude,[General] [GPS] Longitude,[General] Band Classification (formal),[NR5G] [System] NR-ARFCN,[NR5G] [RF] PCI,[NR5G] [RF] RSRP,[NR5G] [Power] Tx power (PUSCH Actual),[NR5G] [PCC] [PDSCH] [MIMO] Num of Layer (Mode),[NR5G] [PCC] [Quality Report] RI (Rank Index) (Mode),[NR5G] [RF] SINR,[NR5G] [PCC] [PUSCH] [TB  RB] BLER,[NR5G] [PCC] [PUSCH] [Modulation] MCS (Avg),[General] [GPS] Accumulated Distance,[NR5G] [Quality Report] [CQI] WB CQI (Avg),[Call Test] [Throughput] Application DL TP,[Call Test] [Throughput] Application UL TP,[Call Test] [Voice Quality] [Per Rx Clip] MOS Value,[Packet Data] [SIP] Request Method,[Packet Data] [SIP] Status,[Packet Data] [SIP] 200 OK - Method,[Event] Voice Call Event,[Mobile Info] [Android] Latitude,[Mobile Info] [Android] Longitude
24,1,,,-122.3565633,47.1284250,2025-09-29 21:15:13.000,_20250929_141452_CH04_TMO_5G Auto_VoNR Coverage Test_REF2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128425,-122.356563,n25A,396970,592,-79.260000,16.800000,3,Rank 3 (RI2),16.840000,0.397977,23.019048,0.000000,9.400000,9.437,9.437,,,,,,47.128337,-122.356666
25,1,,,-122.3565633,47.1284250,2025-09-29 21:15:14.000,_20250929_141452_CH04_TMO_5G Auto_VoNR Coverage Test_REF2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128425,-122.356563,n25A,396970,592,-79.430000,16.200000,3,Rank 3 (RI2),17.350000,0.947855,23.293785,0.000000,9.400000,10.485,10.485,,,,,,47.128337,-122.356666
26,1,,,-122.3565633,47.1284250,2025-09-29 21:15:15.000,_20250929_141452_CH04_TMO_5G Auto_VoNR Coverage Test_REF2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128425,-122.356563,n25A,396970,592,-79.000000,17.000000,3,Rank 3 (RI2),16.800000,2.374935,22.846386,0.000000,10.700000,9.437,9.437,,,,,,47.128337,-122.356666
27,1,,,-122.3565633,47.1284250,2025-09-29 21:15:16.000,_20250929_141452_CH04_TMO_5G Auto_VoNR Coverage Test_REF2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128425,-122.356563,n25A,396970,592,-78.390000,16.900000,2,Rank 2 (RI1),16.440000,1.321253,22.426997,0.000000,12.000000,10.485,10.485,,,,,,47.128337,-122.356666
28,1,,,-122.3565633,47.1284250,2025-09-29 21:15:17.000,_20250929_141452_CH04_TMO_5G Auto_VoNR Coverage Test_REF2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128425,-122.356563,n25A,396970,592,-78.680000,16.600000,4,Rank 4 (RI3),15.690000,2.935752,22.149333,0.000000,9.300000,9.437,9.437,,,,,,47.128337,-122.356666
29,1,,,-122.3565633,47.1284250,2025-09-29 21:15:18.000,_20250929_141452_CH04_TMO_5G Auto_VoNR Coverage Test_REF2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128425,-122.356563,n25A,396970,592,-80.620000,18.800000,4,Rank 4 (RI3),14.600000,1.582470,20.506739,0.000000,10.200000,10.485,10.485,,,,,,47.128337,-122.356666
30,1,,,-122.3565633,47.1284250,2025-09-29 21:15:19.000,_20250929_141452_CH04_TMO_5G Auto_VoNR Coverage Test_REF2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128425,-122.356563,n25A,396970,592,-77.540000,16.900000,4,Rank 4 (RI3),17.430000,,20.365462,0.000000,9.600000,9.437,9.437,,,,,,47.128337,-122.356666
31,1,,,-122.3565633,47.1284250,2025-09-29 21:15:20.000,_20250929_141452_CH04_TMO_5G Auto_VoNR Coverage Test_REF2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128425,-122.356563,n25A,396970,592,-76.600000,16.900000,3,Rank 3 (RI2),18.010000,1.279091,20.836177,0.000000,11.400000,10.485,10.485,,,,,,47.128337,-122.356666
32,1,,,-122.3565633,47.1284250,2025-09-29 21:15:21.000,_20250929_141452_CH04_TMO_5G Auto_VoNR Coverage Test_REF2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128425,-122.356563,n25A,396970,592,-76.780000,17.000000,3,Rank 3 (RI2),16.940000,1.081400,21.393665,0.000000,11.900000,9.437,9.437,,,,,,47.128337,-122.356666
33,1,,,-122.3565633,47.1284250,2025-09-29 21:15:22.000,_20250929_141452_CH04_TMO_5G Auto_VoNR Coverage Test_REF2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128425,-122.356563,n25A,396970,592,-76.950000,17.000000,3,Rank 3 (RI2),18.080000,1.490522,21.625483,0.000000,11.100000,10.485,10.485,,,,,,47.128337,-122.356666
34,1,,,-122.3565633,47.1284250,2025-09-29 21:15:23.000,_20250929_141452_CH04_TMO_5G Auto_VoNR Coverage Test_REF2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128425,-122.356563,n25A,396970,592,-77.080000,17.300000,4,Rank 4 (RI3),16.950000,2.043198,20.730159,0.000000,9.300000,9.437,10.485,,,,,,47.128336,-122.356666
35,1,,,-122.3565633,47.1284250,2025-09-29 21:15:24.000,_20250929_141452_CH04_TMO_5G Auto_VoNR Coverage Test_REF2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128425,-122.356563,n25A,396970,592,-80.030000,17.000000,4,Rank 4 (RI3),15.280000,0.619495,21.199262,0.000000,9.000000,10.485,9.437,,,,,,47.128336,-122.356666
36,1,,,-122.3565633,47.1284250,2025-09-29 21:15:25.000,_20250929_141452_CH04_TMO_5G Auto_VoNR Coverage Test_REF2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128425,-122.356563,n25A,396970,592,-80.940000,17.600000,3,Rank 4 (RI3),15.970000,1.318375,20.188235,0.000000,9.200000,10.485,10.485,,,,,,47.128336,-122.356666
37,1,,,-122.3565633,47.1284250,2025-09-29 21:15:26.000,_20250929_141452_CH04_TMO_5G Auto_VoNR Coverage Test_REF2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128425,-122.356563,n25A,396970,592,-80.120000,17.600000,4,Rank 4 (RI3),16.730000,1.014669,20.657258,0.000000,9.000000,9.437,9.437,,,,,,47.128336,-122.356666
38,1,,,-122.3565633,47.1284250,2025-09-29 21:15:27.000,_20250929_141452_CH04_TMO_5G Auto_VoNR Coverage Test_REF2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128425,-122.356563,n25A,396970,592,-81.080000,17.000000,3,Rank 3 (RI2),15.300000,1.246049,20.055556,0.000000,10.900000,9.437,10.485,,,,,,47.128336,-122.356666
39,1,,,-122.3565633,47.1284250,2025-09-29 21:15:28.000,_20250929_141452_CH04_TMO_5G Auto_VoNR Coverage Test_REF2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128425,-122.356563,n25A,396970,592,-81.240000,17.700000,3,Rank 3 (RI2),14.670000,1.029664,21.130112,0.000000,10.400000,10.485,9.437,,,,,,47.128336,-122.356666
40,1,,,-122.3565633,47.1284250,2025-09-29 21:15:29.000,_20250929_141452_CH04_TMO_5G Auto_VoNR Coverage Test_REF2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128425,-122.356563,n25A,396970,592,-80.870000,17.300000,3,Rank 3 (RI2),16.360000,0.305487,21.782222,0.000000,11.200000,10.485,10.485,,,,,,47.128336,-122.356666
41,1,,,-122.3565633,47.1284250,2025-09-29 21:15:30.000,_20250929_141452_CH04_TMO_5G Auto_VoNR Coverage Test_REF2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128425,-122.356563,n25A,396970,592,-81.150000,17.000000,3,Rank 3 (RI2),15.860000,2.832348,21.425439,0.000000,11.600000,9.437,9.437,,,,,,47.128336,-122.356666
42,1,,,-122.3565633,47.1284250,2025-09-29 21:15:30.106,_20250929_141452_CH04_TMO_5G Auto_VoNR Coverage Test_REF2 Mobile_5G Auto VoNR Coverage Test.dml,,,,,,,,,,,,,,,,,,,4.255057,,,,,,
43,1,,,-122.3565633,47.1284250,2025-09-29 21:15:31.000,_20250929_141452_CH04_TMO_5G Auto_VoNR Coverage Test_REF2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128425,-122.356563,n25A,396970,592,-80.120000,17.000000,3,Rank 2 (RI1),15.830000,1.790877,21.327044,0.000000,12.100000,10.485,10.485,,,,,,47.128336,-122.356666
44,1,,,-122.3565633,47.1284250,2025-09-29 21:15:32.000,_20250929_141452_CH04_TMO_5G Auto_VoNR Coverage Test_REF2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128425,-122.356563,n25A,396970,592,-80.810000,17.300000,3,Rank 3 (RI2),15.200000,1.547141,20.993671,0.000000,10.100000,9.437,9.437,,,,,,47.128337,-122.356666
45,1,,,-122.3565633,47.1284250,2025-09-29 21:15:33.000,_20250929_141452_CH04_TMO_5G Auto_VoNR Coverage Test_REF2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128425,-122.356563,n25A,396970,592,-80.900000,17.300000,3,Rank 3 (RI2),15.040000,2.086760,20.886364,0.000000,11.100000,10.485,10.485,,,,,,47.128337,-122.356666
46,1,,,-122.3565633,47.1284250,2025-09-29 21:15:34.000,_20250929_141452_CH04_TMO_5G Auto_VoNR Coverage Test_REF2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128425,-122.356563,n25A,396970,592,-80.930000,17.300000,3,Rank 2 (RI1),14.470000,0.840639,21.025559,0.000000,12.600000,9.437,9.437,,,,,,47.128337,-122.356666
47,1,,,-122.3565633,47.1284250,2025-09-29 21:15:35.000,_20250929_141452_CH04_TMO_5G Auto_VoNR Coverage Test_REF2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128425,-122.356563,n25A,396970,592,-81.500000,17.000000,3,Rank 3 (RI2),14.880000,2.042392,21.260479,0.000000,11.000000,10.485,10.485,,,,,,47.128337,-122.356666
48,1,,,-122.3565633,47.1284250,2025-09-29 21:15:36.000,_20250929_141452_CH04_TMO_5G Auto_VoNR Coverage Test_REF2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128425,-122.356563,n25A,396970,592,-81.420000,18.000000,3,Rank 3 (RI2),14.500000,1.325016,20.419872,0.000000,10.600000,9.437,10.485,,,,,,47.128337,-122.356666
49,1,,,-122.3565633,47.1284250,2025-09-29 21:15:37.000,_20250929_141452_CH04_TMO_5G Auto_VoNR Coverage Test_REF2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128425,-122.356563,n25A,396970,592,-81.660000,17.900000,3,Rank 3 (RI2),14.040000,0.559098,20.574394,0.000000,10.600000,10.485,9.437,,,,,,47.128337,-122.356666
50,1,,,-122.3565633,47.1284250,2025-09-29 21:15:38.000,_20250929_141452_CH04_TMO_5G Auto_VoNR Coverage Test_REF2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128425,-122.356563,n25A,396970,592,-81.020000,17.000000,3,Rank 3 (RI2),15.070000,0.300766,22.468635,0.000000,10.900000,10.485,10.485,,,,,,47.128337,-122.356666
51,1,,,-122.3565633,47.1284250,2025-09-29 21:15:39.000,_20250929_141452_CH04_TMO_5G Auto_VoNR Coverage Test_REF2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128425,-122.356563,n25A,396970,592,-79.900000,17.000000,3,Rank 3 (RI2),15.720000,1.164798,22.863636,0.000000,10.700000,9.437,9.437,,,,,,47.128337,-122.356666
52,1,,,-122.3565633,47.1284250,2025-09-29 21:15:40.000,_20250929_141452_CH04_TMO_5G Auto_VoNR Coverage Test_REF2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128425,-122.356563,n25A,396970,592,-79.550000,17.000000,3,Rank 3 (RI2),15.760000,2.989109,22.224080,0.000000,10.800000,10.485,10.485,,,,,,47.128337,-122.356666
53,1,,,-122.3565633,47.1284250,2025-09-29 21:15:41.000,_20250929_141452_CH04_TMO_5G Auto_VoNR Coverage Test_REF2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128425,-122.356563,n25A,396970,592,-79.220000,17.000000,3,Rank 3 (RI2),16.250000,0.336660,22.251046,0.000000,10.700000,9.437,9.437,,,,,,47.128337,-122.356666
54,1,,,-122.3565633,47.1284250,2025-09-29 21:15:42.000,_20250929_141452_CH04_TMO_5G Auto_VoNR Coverage Test_REF2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128425,-122.356563,n25A,396970,592,-79.910000,17.000000,3,Rank 3 (RI2),16.140000,2.247651,23.384615,0.000000,11.000000,10.485,10.485,,,,,,47.128337,-122.356666
55,1,,,-122.3565633,47.1284250,2025-09-29 21:15:43.000,_20250929_141452_CH04_TMO_5G Auto_VoNR Coverage Test_REF2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128425,-122.356563,n25A,396970,592,-80.210000,17.000000,3,Rank 3 (RI2),15.840000,0.297528,22.064815,0.000000,10.600000,9.437,9.437,,,,,,47.128337,-122.356666
56,1,,,-122.3565633,47.1284250,2025-09-29 21:15:44.000,_20250929_141452_CH04_TMO_5G Auto_VoNR Coverage Test_REF2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128425,-122.356563,n25A,396970,592,-79.860000,17.000000,3,Rank 3 (RI2),17.440000,1.895785,24.214008,0.000000,11.300000,10.485,10.485,,,,,,47.128337,-122.356666
57,1,,,-122.3565633,47.1284250,2025-09-29 21:15:45.000,_20250929_141452_CH04_TMO_5G Auto_VoNR Coverage Test_REF2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128425,-122.356563,n25A,396970,592,-80.000000,17.000000,3,Rank 3 (RI2),16.590000,2.120826,22.480769,0.000000,11.000000,9.437,9.437,,,,,,47.128337,-122.356666
58,1,,,-122.3565633,47.1284250,2025-09-29 21:15:46.000,_20250929_141452_CH04_TMO_5G Auto_VoNR Coverage Test_REF2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128425,-122.356563,n25A,396970,592,-79.530000,17.000000,3,Rank 3 (RI2),17.150000,2.212028,22.943609,0.000000,11.000000,10.485,10.485,,,,,,47.128337,-122.356666
59,1,,,-122.3565633,47.1284250,2025-09-29 21:15:47.000,_20250929_141452_CH04_TMO_5G Auto_VoNR Coverage Test_REF2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128425,-122.356563,n25A,396970,592,-79.120000,17.000000,3,Rank 3 (RI2),17.780000,1.981097,22.893162,0.000000,9.900000,9.437,9.437,,,,,,47.128337,-122.356666
60,1,,,-122.3565633,47.1284250,2025-09-29 21:15:48.000,_20250929_141452_CH04_TMO_5G Auto_VoNR Coverage Test_REF2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128425,-122.356563,n25A,396970,592,-79.450000,17.000000,3,Rank 3 (RI2),17.530000,3.362247,24.122530,0.000000,10.800000,10.485,10.485,,,,,,47.128337,-122.356666
61,1,,,-122.3565633,47.1284250,2025-09-29 21:15:49.000,_20250929_141452_CH04_TMO_5G Auto_VoNR Coverage Test_REF2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128425,-122.356563,n25A,396970,592,-78.830000,17.000000,3,Rank 3 (RI2),17.370000,0.898066,22.819048,0.000000,10.400000,9.437,10.485,,,,,,47.128336,-122.356669
62,1,,,-122.3565633,47.1284250,2025-09-29 21:15:50.000,_20250929_141452_CH04_TMO_5G Auto_VoNR Coverage Test_REF2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128425,-122.356563,n25A,396970,592,-78.880000,17.000000,3,Rank 3 (RI2),16.640000,5.591608,22.600962,0.000000,9.900000,10.485,9.437,,,,,,47.128332,-122.356679
63,1,,,-122.3565633,47.1284250,2025-09-29 21:15:50.325,_20250929_141452_CH04_TMO_5G Auto_VoNR Coverage Test_REF2 Mobile_5G Auto VoNR Coverage Test.dml,,,,,,,,,,,,,,,,,,,4.312917,,,,,,
64,1,,,-122.3565633,47.1284250,2025-09-29 21:15:51.000,_20250929_141452_CH04_TMO_5G Auto_VoNR Coverage Test_REF2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128425,-122.356563,n25A,396970,592,-77.980000,17.900000,3,Rank 3 (RI2),16.610000,1.289833,22.332117,0.000000,10.700000,9.437,10.485,,,,,,47.128325,-122.356693
65,1,,,-122.3566883,47.1284000,2025-09-29 21:15:52.000,_20250929_141452_CH04_TMO_5G Auto_VoNR Coverage Test_REF2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128400,-122.356688,n25A,396970,592,-79.740000,17.300000,3,Rank 3 (RI2),15.270000,1.031277,22.519031,0.000000,11.600000,10.485,9.437,,,,,,47.128311,-122.356708
66,1,,,-122.3567017,47.1283900,2025-09-29 21:15:53.000,_20250929_141452_CH04_TMO_5G Auto_VoNR Coverage Test_REF2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128390,-122.356702,n25A,396970,592,-79.420000,17.600000,3,Rank 3 (RI2),15.830000,2.780619,22.951311,0.000000,10.600000,10.485,10.485,,,,,,47.128292,-122.356713
67,1,,,-122.3567067,47.1283700,2025-09-29 21:15:54.000,_20250929_141452_CH04_TMO_5G Auto_VoNR Coverage Test_REF2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128370,-122.356707,n25A,396970,592,-77.520000,16.900000,3,Rank 3 (RI2),15.150000,,22.253676,0.000000,11.000000,9.437,9.437,,,,,,47.128275,-122.356710
68,1,,,-122.3567017,47.1283517,2025-09-29 21:15:55.000,_20250929_141452_CH04_TMO_5G Auto_VoNR Coverage Test_REF2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128352,-122.356702,n25A,396970,592,-78.700000,15.400000,3,Rank 3 (RI2),12.060000,0.049750,23.789474,0.000000,10.600000,10.485,10.485,,,,,,47.128262,-122.356701
