IDX,LID,CI_1,CI_2,Lon,Lat,Time,Measure,[Mobile Info] IMEI,[General] Serving Network,[General] [GPS] Latitude,[General] [GPS] Longitude,[General] Band Classification (formal),[NR5G] [System] NR-ARFCN,[NR5G] [RF] PCI,[NR5G] [RF] RSRP,[NR5G] [Power] Tx power (PUSCH Actual),[NR5G] [PCC] [PDSCH] [MIMO] Num of Layer (Mode),[NR5G] [PCC] [Quality Report] RI (Rank Index) (Mode),[NR5G] [RF] SINR,[NR5G] [PCC] [PUSCH] [TB  RB] BLER,[NR5G] [PCC] [PUSCH] [Modulation] MCS (Avg),[General] [GPS] Accumulated Distance,[NR5G] [Quality Report] [CQI] WB CQI (Avg),[Call Test] [Throughput] Application DL TP,[Call Test] [Throughput] Application UL TP,[Call Test] [Voice Quality] [Per Rx Clip] MOS Value,[Packet Data] [SIP] Request Method,[Packet Data] [SIP] Status,[Packet Data] [SIP] 200 OK - Method,[Event] Voice Call Event,[Mobile Info] [Android] Latitude,[Mobile Info] [Android] Longitude
13,1,,,-122.3566800,47.1283500,2025-09-29 20:59:06.000,_20250929_135852_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128350,-122.356680,,396970,592,-71.720000,,,Rank 2 (RI1),20.330000,,,0.000000,12.500000,,,,,,,,47.128331,-122.356690
14,1,,,-122.3566800,47.1283500,2025-09-29 20:59:06.540,_20250929_135852_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,,,,,,,,,,,,,,,,,,,,,,[Tool] Voice - Call Scheduling Start(Orig),,
15,1,,,-122.3566800,47.1283500,2025-09-29 20:59:06.540,_20250929_135852_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,,,,,,,,,,,,,,,,,,,,,,[UE]   Voice - Orig Success,,
16,1,,,-122.3566800,47.1283500,2025-09-29 20:59:06.555,_20250929_135852_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,,,,,,,,,,,,,,,,,,,,,,[Tool] Voice - Orig Request,,
17,1,,,-122.3566800,47.1283500,2025-09-29 20:59:07.000,_20250929_135852_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128350,-122.356680,n25A,396970,592,-73.400000,17.100000,2,Rank 2 (RI1),20.470000,0.000000,0.000000,0.000000,12.300000,,,,,,,,47.128331,-122.356690
18,1,,,-122.3566800,47.1283500,2025-09-29 20:59:08.000,_20250929_135852_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128350,-122.356680,n25A,396970,592,-72.830000,8.000000,3,Rank 3 (RI2),20.560000,0.000000,19.888889,0.000000,11.700000,,,,,,,,47.128331,-122.356690
19,1,,,-122.3566800,47.1283500,2025-09-29 20:59:08.250,_20250929_135852_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,,,,,,,,,,,,,,,,,,,INVITE,,,,,
20,1,,,-122.3566800,47.1283500,2025-09-29 20:59:08.473,_20250929_135852_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,,,,,,,,,,,,,,,,,,,,100 Trying,,,,
21,1,,,-122.3566800,47.1283500,2025-09-29 20:59:08.806,_20250929_135852_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,,,,,,,,,,,,,,,,,,,,180 Ringing,,,,
22,1,,,-122.3566800,47.1283500,2025-09-29 20:59:09.000,_20250929_135852_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128350,-122.356680,n25A,396970,592,-71.400000,16.900000,3,Rank 3 (RI2),21.030000,5.076291,23.660147,0.000000,11.000000,10.485,10.485,,,,,,47.128335,-122.356678
23,1,,,-122.3566800,47.1283500,2025-09-29 20:59:09.266,_20250929_135852_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,,,,,,,,,,,,,,,,,,,,,,[UE] 1st Rx RTP,,
24,1,,,-122.3566800,47.1283500,2025-09-29 20:59:09.305,_20250929_135852_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,,,,,,,,,,,,,,,,,,,,200 OK,INVITE,,,
25,1,,,-122.3566800,47.1283500,2025-09-29 20:59:09.305,_20250929_135852_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,,,,,,,,,,,,,,,,,,,,,,[UE] 1st Rx RTP after SIP 200Ok,,
26,1,,,-122.3566800,47.1283500,2025-09-29 20:59:09.323,_20250929_135852_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,,,,,,,,,,,,,,,,,,,ACK,,,,,
27,1,,,-122.3566800,47.1283500,2025-09-29 20:59:09.329,_20250929_135852_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,,,,,,,,,,,,,,,,,,,,,,[UE] 1st Rx RTP after SIP ACK,,
28,1,,,-122.3566800,47.1283500,2025-09-29 20:59:09.459,_20250929_135852_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,,,,,,,,,,,,,,,,,,,,,,[UE]   Voice - Setup Success,,
29,1,,,-122.3566800,47.1283500,2025-09-29 20:59:09.400,_20250929_135852_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,,,,,,,,,,,,,,,,,,,,,,[UE] 1st Tx RTP,,
30,1,,,-122.3566800,47.1283500,2025-09-29 20:59:09.400,_20250929_135852_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,,,,,,,,,,,,,,,,,,,,,,[UE] 1st Tx RTP after SIP 200Ok,,
31,1,,,-122.3566800,47.1283500,2025-09-29 20:59:09.400,_20250929_135852_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,,,,,,,,,,,,,,,,,,,,,,[UE] 1st Tx RTP after SIP ACK,,
32,1,,,-122.3566800,47.1283500,2025-09-29 20:59:09.400,_20250929_135852_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,,,,,,,,,,,,,,,,,,,,,,[UE] 1st Tx RTP after First Rx RTP,,
33,1,,,-122.3566800,47.1283500,2025-09-29 20:59:09.486,_20250929_135852_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,,,,,,,,,,,,,,,,,,,,,,[UE] 1st Rx RTP after First Tx RTP,,
34,1,,,-122.3566800,47.1283500,2025-09-29 20:59:10.000,_20250929_135852_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128350,-122.356680,n25A,396970,592,-76.890000,15.500000,3,Rank 3 (RI2),17.500000,2.774361,25.411290,0.000000,11.200000,9.437,10.485,,,,,,47.128332,-122.356668
35,1,,,-122.3566800,47.1283500,2025-09-29 20:59:11.000,_20250929_135852_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128350,-122.356680,n25A,396970,592,-74.740000,13.000000,2,Rank 3 (RI2),20.120000,7.849681,25.123684,0.000000,12.500000,10.485,9.437,,,,,,47.128325,-122.356652
36,1,,,-122.3566800,47.1283500,2025-09-29 20:59:12.000,_20250929_135852_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128350,-122.356680,n25A,396970,592,-74.420000,11.000000,3,Rank 3 (RI2),17.810000,0.696554,25.106667,0.000000,11.300000,9.437,10.485,,,,,,47.128311,-122.356637
37,1,,,-122.3566600,47.1283200,2025-09-29 20:59:13.000,_20250929_135852_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128320,-122.356660,n25A,396970,592,-74.450000,12.100000,3,Rank 3 (RI2),19.580000,2.177480,24.478754,0.000000,10.700000,10.485,9.437,,,,,,47.128287,-122.356637
38,1,,,-122.3566533,47.1283100,2025-09-29 20:59:14.000,_20250929_135852_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128310,-122.356653,n25A,396970,592,-74.480000,16.200000,3,Rank 3 (RI2),20.750000,1.870125,23.467172,0.000000,11.000000,10.485,10.485,,,,,,47.128263,-122.356634
39,1,,,-122.3566483,47.1282967,2025-09-29 20:59:15.000,_20250929_135852_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128297,-122.356648,n25A,396970,592,-75.500000,13.100000,3,Rank 3 (RI2),20.070000,1.655856,25.120787,0.000000,10.500000,9.437,9.437,,,,,,47.128241,-122.356634
40,1,,,-122.3566467,47.1282783,2025-09-29 20:59:16.000,_20250929_135852_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128278,-122.356647,n25A,396970,592,-73.560000,17.100000,3,Rank 3 (RI2),21.410000,4.099868,21.234375,0.000000,10.300000,10.485,10.485,,,,,,47.128220,-122.356635
41,1,,,-122.3566483,47.1282567,2025-09-29 20:59:17.000,_20250929_135852_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128257,-122.356648,n25A,396970,592,-79.020000,16.500000,3,Rank 3 (RI2),13.670000,0.301037,22.580556,0.000000,11.100000,9.437,9.437,,,,,,47.128200,-122.356636
42,1,,,-122.3566483,47.1282367,2025-09-29 20:59:18.000,_20250929_135852_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128237,-122.356648,n25A,396970,592,-76.750000,14.500000,3,Rank 3 (RI2),19.240000,1.379081,24.345609,0.000000,11.700000,10.485,10.485,,,,,,47.128181,-122.356638
43,1,,,-122.3566517,47.1282217,2025-09-29 20:59:19.000,_20250929_135852_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128222,-122.356652,n25A,396970,592,-77.270000,16.400000,3,Rank 3 (RI2),17.500000,1.453575,23.840000,0.000000,10.700000,9.437,9.437,,,,,,47.128162,-122.356645
44,1,,,-122.3566583,47.1282033,2025-09-29 20:59:20.000,_20250929_135852_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128203,-122.356658,n25A,396970,592,-74.030000,17.500000,3,Rank 3 (RI2),18.800000,2.083357,22.987805,0.000000,11.000000,10.485,10.485,,,,,,47.128143,-122.356658
45,1,,,-122.3566717,47.1281867,2025-09-29 20:59:21.000,_20250929_135852_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128187,-122.356672,n25A,396970,592,-77.170000,17.400000,3,Rank 3 (RI2),16.720000,0.901021,23.104651,0.000000,10.900000,9.437,9.437,,,,,,47.128127,-122.356683
46,1,,,-122.3566917,47.1281700,2025-09-29 20:59:22.000,_20250929_135852_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128170,-122.356692,n25A,396970,592,-79.000000,17.700000,3,Rank 3 (RI2),16.620000,2.425773,21.551155,0.000000,11.700000,10.485,10.485,,,,,,47.128117,-122.356719
47,1,,,-122.3567167,47.1281600,2025-09-29 20:59:23.000,_20250929_135852_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128160,-122.356717,n25A,396970,592,-77.130000,17.500000,3,Rank 3 (RI2),15.250000,0.373212,22.297125,0.000000,11.500000,9.437,10.485,,,,,,47.128114,-122.356764
48,1,,,-122.3567550,47.1281550,2025-09-29 20:59:24.000,_20250929_135852_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128155,-122.356755,n25A,396970,592,-74.260000,17.200000,3,Rank 3 (RI2),12.720000,1.590249,23.631410,0.000000,11.000000,10.485,9.437,,,,,,47.128113,-122.356813
49,1,,,-122.3568050,47.1281550,2025-09-29 20:59:25.000,_20250929_135852_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128155,-122.356805,n25A,396970,592,-75.660000,17.500000,3,Rank 3 (RI2),11.860000,2.803456,22.115254,0.000000,11.600000,9.437,10.485,,,,,,47.128113,-122.356870
50,1,,,-122.3568633,47.1281550,2025-09-29 20:59:26.000,_20250929_135852_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128155,-122.356863,n25A,396970,592,-76.990000,17.300000,3,Rank 3 (RI2),13.090000,0.000000,22.551020,0.000000,11.200000,10.485,9.437,,,,,,47.128112,-122.356923
51,1,,,-122.3569217,47.1281567,2025-09-29 20:59:27.000,_20250929_135852_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128157,-122.356922,n25A,396970,592,-78.170000,17.100000,3,Rank 3 (RI2),10.960000,0.691909,24.066901,0.000000,11.000000,9.437,10.485,,,,,,47.128112,-122.356971
52,1,,,-122.3569767,47.1281583,2025-09-29 20:59:28.000,_20250929_135852_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128158,-122.356977,n25A,396970,592,-79.850000,17.000000,3,Rank 3 (RI2),9.050000,1.109316,24.201613,0.000000,11.700000,10.485,9.437,,,,,,47.128112,-122.357014
53,1,,,-122.3570267,47.1281583,2025-09-29 20:59:29.000,_20250929_135852_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128158,-122.357027,n25A,396970,592,-79.720000,17.100000,3,Rank 3 (RI2),10.240000,2.521957,24.306897,0.000000,11.100000,10.485,10.485,,,,,,47.128112,-122.357053
54,1,,,-122.3570667,47.1281583,2025-09-29 20:59:30.000,_20250929_135852_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128158,-122.357067,n25A,396970,592,-76.190000,17.200000,3,Rank 3 (RI2),11.320000,2.842202,23.086643,0.100000,10.700000,8.388,9.437,,,,,,47.128112,-122.357086
55,1,,,-122.3571017,47.1281617,2025-09-29 20:59:30.360,_20250929_135852_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,,,,,,,,,,,,,,,,,,4.307951,,,,,,
56,1,,,-122.3571017,47.1281617,2025-09-29 20:59:31.000,_20250929_135852_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128162,-122.357102,n25A,396970,592,-76.490000,17.400000,3,Rank 3 (RI2),12.070000,1.613298,22.311321,0.100000,9.700000,10.485,10.485,,,,,,47.128112,-122.357113
57,1,,,-122.3571317,47.1281617,2025-09-29 20:59:32.000,_20250929_135852_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128162,-122.357132,n25A,396970,592,-74.410000,18.000000,3,Rank 3 (RI2),12.730000,2.425916,20.726073,0.100000,10.800000,10.485,9.437,,,,,,47.128111,-122.357136
58,1,,,-122.3571533,47.1281633,2025-09-29 20:59:33.000,_20250929_135852_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128163,-122.357153,n25A,396970,592,-74.210000,18.500000,3,Rank 3 (RI2),12.780000,2.334496,20.360360,0.100000,11.300000,10.485,10.485,,,,,,47.128111,-122.357154
59,1,,,-122.3571717,47.1281650,2025-09-29 20:59:34.000,_20250929_135852_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128165,-122.357172,n25A,396970,592,-73.210000,18.600000,3,Rank 3 (RI2),13.480000,0.000000,20.003817,0.100000,10.500000,9.437,9.437,,,,,,47.128110,-122.357163
60,1,,,-122.3571817,47.1281667,2025-09-29 20:59:35.000,_20250929_135852_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128167,-122.357182,n25A,396970,592,-71.380000,17.400000,3,Rank 3 (RI2),13.930000,0.413384,21.479751,0.100000,11.300000,10.485,10.485,,,,,,47.128110,-122.357165
61,1,,,-122.3571817,47.1281683,2025-09-29 20:59:36.000,_20250929_135852_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128168,-122.357182,n25A,396970,592,-71.460000,17.500000,3,Rank 3 (RI2),13.090000,1.943316,21.400685,0.100000,10.800000,9.437,10.485,,,,,,47.128110,-122.357165
62,1,,,-122.3571783,47.1281700,2025-09-29 20:59:37.000,_20250929_135852_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128170,-122.357178,n25A,396970,592,-71.670000,17.700000,3,Rank 3 (RI2),13.420000,1.811493,21.165680,0.100000,10.600000,10.485,9.437,,,,,,47.128110,-122.357165
63,1,,,-122.3571750,47.1281717,2025-09-29 20:59:38.000,_20250929_135852_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128172,-122.357175,n25A,396970,592,-70.900000,17.500000,3,Rank 3 (RI2),13.210000,1.921808,21.854237,0.100000,11.200000,9.437,10.485,,,,,,47.128110,-122.357165
64,1,,,-122.3571750,47.1281717,2025-09-29 20:59:39.000,_20250929_135852_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128172,-122.357175,n25A,396970,592,-71.730000,17.400000,3,Rank 3 (RI2),12.450000,1.587556,22.315615,0.100000,11.300000,10.485,9.437,,,,,,47.128110,-122.357165
65,1,,,-122.3571750,47.1281717,2025-09-29 20:59:40.000,_20250929_135852_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128172,-122.357175,n25A,396970,592,-72.130000,17.400000,3,Rank 3 (RI2),12.850000,0.358465,21.645669,0.100000,10.800000,9.437,10.485,,,,,,47.128110,-122.357165
66,1,,,-122.3571750,47.1281717,2025-09-29 20:59:41.000,_20250929_135852_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128172,-122.357175,n25A,396970,592,-71.690000,17.100000,3,Rank 3 (RI2),13.040000,1.314142,23.354478,0.100000,9.700000,10.485,9.437,,,,,,47.128110,-122.357165
67,1,,,-122.3571750,47.1281717,2025-09-29 20:59:42.000,_20250929_135852_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128172,-122.357175,n25A,396970,592,-73.180000,17.300000,3,Rank 3 (RI2),12.020000,2.061489,22.181818,0.100000,10.300000,9.437,10.485,,,,,,47.128110,-122.357165
68,1,,,-122.3571750,47.1281717,2025-09-29 20:59:43.000,_20250929_135852_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128172,-122.357175,n25A,396970,592,-73.830000,17.700000,3,Rank 3 (RI2),11.540000,4.005174,21.639535,0.100000,10.300000,10.485,9.437,,,,,,47.128110,-122.357165
69,1,,,-122.3571750,47.1281717,2025-09-29 20:59:44.000,_20250929_135852_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128172,-122.357175,n25A,396970,592,-75.540000,18.300000,3,Rank 3 (RI2),9.800000,0.000000,20.292359,0.100000,10.500000,10.485,10.485,,,,,,47.128110,-122.357165
70,1,,,-122.3571750,47.1281717,2025-09-29 20:59:45.000,_20250929_135852_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128172,-122.357175,n25A,396970,592,-75.420000,18.200000,3,Rank 3 (RI2),10.740000,0.362808,20.484252,0.100000,10.700000,9.437,9.437,,,,,,47.128110,-122.357165
71,1,,,-122.3571750,47.1281717,2025-09-29 20:59:46.000,_20250929_135852_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128172,-122.357175,n25A,396970,592,-77.020000,17.400000,3,Rank 3 (RI2),10.610000,0.677886,22.308475,0.100000,11.200000,10.485,10.485,,,,,,47.128110,-122.357165
72,1,,,-122.3571750,47.1281717,2025-09-29 20:59:47.000,_20250929_135852_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128172,-122.357175,n25A,396970,592,-79.400000,17.000000,3,Rank 3 (RI2),13.450000,0.767312,23.021834,0.100000,10.300000,9.437,9.437,,,,,,47.128110,-122.357165
73,1,,,-122.3571750,47.1281717,2025-09-29 20:59:48.000,_20250929_135852_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128172,-122.357175,n25A,396970,592,-77.280000,18.200000,3,Rank 3 (RI2),14.270000,4.468153,20.979094,0.100000,9.700000,10.485,10.485,,,,,,47.128109,-122.357172
74,1,,,-122.3571750,47.1281717,2025-09-29 20:59:49.000,_20250929_135852_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128172,-122.357175,n25A,396970,592,-78.110000,17.800000,3,Rank 3 (RI2),13.330000,0.000000,21.602410,0.100000,10.700000,9.437,10.485,,,,,,47.128109,-122.357171
